,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,,
,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_494586.1,TC-ListeriaB025,TC-ListeriaB025,1.20E-31,117.6,1,134,1,0,1,
,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_494586.1,TC-HK97,TC-HK97,0.0051,26,9,130,0,0,0,
,Novosphingobium aromaticivorans DSM 12444,0,0,NC_007794,YP_495935.1,TC-HK97,TC-HK97,6.80E-19,77,1,172,0,0,0,
,Novosphingobium aromaticivorans DSM 12444,0,0,NC_007794,YP_496650.1,TC-JCL103,TC-JCL103,2.30E+00,16.7,93,178,0,0,0,
,Novosphingobium aromaticivorans DSM 12444,0,0,NC_007794,YP_497998.1,TC-HK97,TC-HK97,3.30E-19,78,7,121,0,0,0,
,Staphylococcus aureus subsp. aureus NCTC 8325,0,0,NC_007795,YP_500048.1,TC-ListeriaB025,TC-ListeriaB025,0.00E+00,216,1,133,0,0,0,
,Staphylococcus aureus subsp. aureus NCTC 8325,0,0,NC_007795,YP_500533.1,TC-HK97,TC-HK97,0,56.8,7,108,0,0,0,
,Staphylococcus aureus subsp. aureus NCTC 8325,0,0,NC_007795,YP_500673.1,TC-HK97,TC-HK97,0.00025,30.2,8,114,0,0,0,
,Jannaschia sp. CCS1,0,0,NC_007802,YP_508440.1,TC-ShewanellaB,TC-ShewanellaB,4.1,15.7,1,92,0,0,0,
,Bacillus phage Fah,Bacillus anthracis,pos,NC_007814,YP_512318.1,TC-HK97,TC-HK97,0,62,13,132,0,1,1,
,Desulfitobacterium hafniense Y51,0,0,NC_007907,YP_518412.1,TC-Lam,TC-Lam,0.064,21.2,8,95,1,0,1,
,Desulfitobacterium hafniense Y51,0,0,NC_007907,YP_518412.1,TC-Lam,TC-Lam,0.064,21.2,97,202,0,1,1,
,Rhodoferax ferrireducens T118,0,0,NC_007908,YP_521709.1,TC-Che12,TC-Che12,1.5,17.5,13,49,1,1,1,
,Rhodoferax ferrireducens T118,0,0,NC_007908,YP_521709.1,TC-Che12,TC-Che12,1.5,17.5,57,109,1,0,1,
,Rhodoferax ferrireducens T118,0,0,NC_007908,YP_521709.1,TC-Che12,TC-Che12,1.5,17.5,99,143,0,1,1,
,Rhodoferax ferrireducens T118,0,0,NC_007908,YP_522410.1,TC-Che12,TC-Che12,4.5,16,98,142,1,1,1,
,Rhodoferax ferrireducens T118,0,0,NC_007908,YP_522410.1,TC-Che12,TC-Che12,4.5,16,18,64,1,0,1,
,Rhodoferax ferrireducens T118,0,0,NC_007908,YP_522410.1,TC-Che12,TC-Che12,4.5,16,53,100,0,0,0,
,Clostridium phage phiCD119,Clostridium difficile,pos,NC_007917,YP_529563.1,TC-HK97,TC-HK97,0.44,19.8,1,98,0,1,1,
,Lactobacillus phage KC5a,Lactobacillus gasseri,pos,NC_007924,YP_529877.1,TC-T1,TC-T1,0.83,17.6,68,108,1,1,1,
,Lactobacillus phage KC5a,Lactobacillus gasseri,pos,NC_007924,YP_529877.1,TC-HK97,TC-HK97,0.052,22.7,9,130,1,1,1,
,Lactobacillus phage KC5a,Lactobacillus gasseri,pos,NC_007924,YP_529877.1,TC-phiC2,TC-phiC2,4.7,15.1,8,133,1,1,1,
,Lactobacillus phage KC5a,Lactobacillus gasseri,pos,NC_007924,YP_529877.1,TC-T1,TC-T1,0.83,17.6,3,68,1,1,1,
,Lactobacillus phage KC5a,Lactobacillus gasseri,pos,NC_007924,YP_529877.1,TC-T1,TC-T1,0.83,17.6,68,108,1,0,1,
,Lactobacillus phage KC5a,Lactobacillus gasseri,pos,NC_007924,YP_529877.1,TC-T1,TC-T1,0.83,17.6,3,68,0,0,0,
,Rhodopseudomonas palustris BisB18,0,0,NC_007925,YP_530021.1,TC-TPSY,TC-TPSY,0,270.3,1,182,0,0,0,
,Lactobacillus salivarius UCC118,0,0,NC_007929,YP_535185.1,TC-HK97,TC-HK97,0,60.6,8,116,0,1,1,
,Lactobacillus salivarius UCC118,0,0,NC_007929,YP_535682.1,TC-JCL103,TC-JCL103,0.39,19.2,1,136,1,0,1,
,Lactobacillus salivarius UCC118,0,0,NC_007929,YP_535682.1,TC-HK97,TC-HK97,1.30E-16,69.6,7,128,0,1,1,
,Escherichia coli UTI89,0,0,NC_007946,YP_539945.1,TC-Mu,TC-Mu,2.80E-18,74.5,6,97,1,0,1,
,Escherichia coli UTI89,0,0,NC_007946,YP_539945.1,TC-Mu,TC-Mu,2.80E-18,74.5,116,210,0,1,1,
,Escherichia coli UTI89,0,0,NC_007946,YP_540333.1,TC-Lam,TC-Lam,4.1,15.3,1,139,1,0,1,
,Escherichia coli UTI89,0,0,NC_007946,YP_540333.1,TC-Lam,TC-Lam,4.1,15.3,80,190,0,1,1,
,Escherichia coli UTI89,0,0,NC_007946,YP_540514.1,TC-Lam,TC-Lam,0.029,22.3,74,176,1,0,1,
,Escherichia coli UTI89,0,0,NC_007946,YP_540514.1,TC-Lam,TC-Lam,0.029,22.3,1,81,0,0,0,
,Escherichia coli UTI89,0,0,NC_007946,YP_541963.1,TC-Sfv,TC-Sfv,0,219.5,5,168,0,1,1,
,Escherichia coli UTI89,0,0,NC_007946,YP_544054.1,TC-Lam,TC-Lam,0.28,19.1,1,120,1,0,1,
,Escherichia coli UTI89,0,0,NC_007946,YP_544054.1,TC-Lam,TC-Lam,0.28,19.1,162,192,0,0,0,
,Methylobacillus flagellatus KT,0,0,NC_007947,YP_544889.1,TC-ShewanellaB,TC-ShewanellaB,1.4,17.2,3,92,0,1,1,
,Methylobacillus flagellatus KT,0,0,NC_007947,YP_546798.1,TC-HK97,TC-HK97,0.33,20.1,10,149,1,0,1,
,Methylobacillus flagellatus KT,0,0,NC_007947,YP_546798.1,TC-Adjutor,TC-Adjutor,0.00000032,38.6,27,156,0,1,1,
,Polaromonas sp. JS666,0,0,NC_007948,YP_550582.1,TC-Mu,TC-Mu,0,56.6,136,174,1,0,1,
,Polaromonas sp. JS666,0,0,NC_007948,YP_550582.1,TC-Mu,TC-Mu,0,56.6,10,124,0,0,0,
,Shewanella denitrificans OS217,0,0,NC_007954,YP_564245.1,TC-ShewanellaB,TC-ShewanellaB,0,381.6,1,185,0,0,0,
,Chromohalobacter salexigens DSM 3043,0,0,NC_007963,YP_573443.1,TC-Mu,TC-Mu,1.20E-33,124.4,3,150,0,0,0,
,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_577729.1,TC-HK97,TC-HK97,0,57.9,6,122,0,1,1,
,Streptomyces phage mu1/6,Streptomyces aureofaciens,pos,NC_007967,YP_579211.1,TC-HK97,TC-HK97,3.60E-17,71.5,11,136,1,1,1,
,Streptomyces phage mu1/6,Streptomyces aureofaciens,pos,NC_007967,YP_579211.1,TC-Adjutor,TC-Adjutor,1.40E-18,75.4,18,140,1,1,1,
,Streptomyces phage mu1/6,Streptomyces aureofaciens,pos,NC_007967,YP_579211.1,TC-T1,TC-T1,0.65,18,3,71,1,1,1,
,Streptomyces phage mu1/6,Streptomyces aureofaciens,pos,NC_007967,YP_579211.1,TC-T1,TC-T1,0.65,18,65,93,1,1,1,
,Streptomyces phage mu1/6,Streptomyces aureofaciens,pos,NC_007967,YP_579211.1,TC-T1,TC-T1,0.65,18,3,71,1,1,1,
,Streptomyces phage mu1/6,Streptomyces aureofaciens,pos,NC_007967,YP_579211.1,TC-T1,TC-T1,0.65,18,65,93,1,1,1,
,Streptomyces phage mu1/6,Streptomyces aureofaciens,pos,NC_007967,YP_579211.1,TC-HK97,TC-HK97,3.4,16.3,6,64,1,0,1,
,Streptomyces phage mu1/6,Streptomyces aureofaciens,pos,NC_007967,YP_579211.1,TC-HK97,TC-HK97,3.4,16.3,56,99,0,1,1,
,Candidatus Koribacter versatilis Ellin345,0,0,NC_008009,YP_592262.1,TC-Lam,TC-Lam,2.66E-44,160,1,225,1,0,1,
,Candidatus Koribacter versatilis Ellin345,0,0,NC_008009,YP_592262.1,TC-TPSY,TC-TPSY,0.82,17.5,8,223,0,0,0,
,Streptococcus pyogenes MGAS9429,0,0,NC_008021,YP_596310.1,TC-HK97,TC-HK97,0.0000017,37.2,6,113,0,0,0,
,Streptococcus pyogenes MGAS9429,0,0,NC_008021,YP_596567.1,TC-HK97,TC-HK97,0.00000000031,49.1,16,114,0,1,1,
,Streptococcus pyogenes MGAS9429,0,0,NC_008021,YP_597164.1,TC-Che12,TC-Che12,1.3,17.7,1,75,1,0,1,
,Streptococcus pyogenes MGAS9429,0,0,NC_008021,YP_597164.1,TC-HK97,TC-HK97,0,57.7,4,99,0,0,0,
,Streptococcus pyogenes MGAS10270,0,0,NC_008022,YP_598191.1,TC-HK97,TC-HK97,0.0000017,37.2,6,113,0,0,0,
,Streptococcus pyogenes MGAS10270,0,0,NC_008022,YP_598927.1,TC-BCJA1C,TC-BCJA1C,0,163.3,1,116,0,0,0,
,Streptococcus pyogenes MGAS2096,0,0,NC_008023,YP_600181.1,TC-BCJA1C,TC-BCJA1C,0,163.3,1,116,0,1,1,
,Streptococcus pyogenes MGAS2096,0,0,NC_008023,YP_601053.1,TC-Che12,TC-Che12,1.5,17.5,7,81,1,0,1,
,Streptococcus pyogenes MGAS2096,0,0,NC_008023,YP_601053.1,TC-HK97,TC-HK97,0,57.5,10,105,0,0,0,
,Streptococcus pyogenes MGAS10750,0,0,NC_008024,YP_602101.1,TC-HK97,TC-HK97,0.0000017,37.2,6,113,0,1,1,
,Pseudomonas entomophila L48,0,0,NC_008027,YP_609815.1,TC-JCL103,TC-JCL103,0.04,22.4,20,73,1,1,1,
,Pseudomonas entomophila L48,0,0,NC_008027,YP_609815.1,TC-JCL103,TC-JCL103,0.04,22.4,59,86,1,1,1,
,Pseudomonas entomophila L48,0,0,NC_008027,YP_609815.1,TC-JCL103,TC-JCL103,0.04,22.4,69,106,1,1,1,
,Pseudomonas entomophila L48,0,0,NC_008027,YP_609815.1,TC-JCL103,TC-JCL103,0.04,22.4,83,116,1,1,1,
,Pseudomonas entomophila L48,0,0,NC_008027,YP_609815.1,TC-JCL103,TC-JCL103,0.04,22.4,98,121,1,0,1,
,Pseudomonas entomophila L48,0,0,NC_008027,YP_609815.1,TC-JCL103,TC-JCL103,0.04,22.4,111,134,0,1,1,
,Ruegeria sp. TM1040,0,0,NC_008044,YP_612805.1,TC-HK97,TC-HK97,0.000000073,41.3,2,130,1,1,1,
,Ruegeria sp. TM1040,0,0,NC_008044,YP_612805.1,U_TC_Fam5,U_TC_Fam5,0,63.2,1,42,1,1,1,
,Ruegeria sp. TM1040,0,0,NC_008044,YP_612805.1,U_TC_Fam5,U_TC_Fam5,0,63.2,37,130,1,1,1,
,Ruegeria sp. TM1040,0,0,NC_008044,YP_612805.1,TC-T1,TC-T1,1.10E-39,143.6,1,130,1,0,1,
,Ruegeria sp. TM1040,0,0,NC_008044,YP_612805.1,TC-T1,TC-T1,1.10E-39,143.6,1,130,0,0,0,
,Ruegeria sp. TM1040,0,0,NC_008044,YP_613612.1,TC-HK97,TC-HK97,0.000000013,43.9,11,129,0,0,0,
,Ruegeria sp. TM1040,0,0,NC_008044,YP_613660.1,TC-HK97,TC-HK97,0.000000017,43.5,11,129,0,0,0,
,Sphingopyxis alaskensis RB2256,0,0,NC_008048,YP_615835.1,TC-Che12,TC-Che12,0.71,18.5,1,85,0,0,0,
,Myxococcus xanthus DK 1622,0,0,NC_008095,YP_630102.1,TC-HK97,TC-HK97,0.017,24.3,3,185,0,0,0,
,Rubrobacter xylanophilus DSM 9941,0,0,NC_008148,YP_643630.1,TC-HK97,TC-HK97,5,15.8,35,141,0,1,1,
,Yersinia pestis Nepal516,0,0,NC_008149,YP_647516.1,TC-HK97,TC-HK97,1.9,17.2,64,187,1,1,1,
,Yersinia pestis Nepal516,0,0,NC_008149,YP_647516.1,U_TC_Fam5,U_TC_Fam5,0,437,1,194,1,1,1,
,Yersinia pestis Nepal516,0,0,NC_008149,YP_647516.1,TC-T1,TC-T1,1.60E-34,126.9,1,194,1,1,1,
,Yersinia pestis Nepal516,0,0,NC_008149,YP_647516.1,TC-T1,TC-T1,1.60E-34,126.9,1,194,1,0,1,
,Yersinia pestis Nepal516,0,0,NC_008149,YP_647516.1,TC-Phi297,TC-Phi297,0,204.1,4,184,0,0,0,
,Yersinia pestis Nepal516,0,0,NC_008149,YP_648793.1,TC-Mu,TC-Mu,0.52,18.5,32,111,0,0,0,
,Yersinia pestis Antiqua,0,0,NC_008150,YP_650954.1,TC-Mu,TC-Mu,0.52,18.5,32,111,0,1,1,
,Yersinia pestis Antiqua,0,0,NC_008150,YP_651388.1,U_TC_Fam5,U_TC_Fam5,0,437,1,194,1,1,1,
,Yersinia pestis Antiqua,0,0,NC_008150,YP_651388.1,TC-T1,TC-T1,1.60E-34,126.9,1,194,1,1,1,
,Yersinia pestis Antiqua,0,0,NC_008150,YP_651388.1,TC-T1,TC-T1,1.60E-34,126.9,1,194,1,1,1,
,Yersinia pestis Antiqua,0,0,NC_008150,YP_651388.1,TC-Phi297,TC-Phi297,0,204.1,4,184,1,0,1,
,Yersinia pestis Antiqua,0,0,NC_008150,YP_651388.1,TC-HK97,TC-HK97,1.9,17.2,64,187,0,1,1,
,Yersinia pestis Antiqua,0,0,NC_008150,YP_652958.1,TC-HK97,TC-HK97,4.4,16,137,276,1,0,1,
,Yersinia pestis Antiqua,0,0,NC_008150,YP_652958.1,TC-HK97,TC-HK97,4.4,16,2,77,0,0,0,
,Pasteurella phage F108,Pasteurella multocida,neg,NC_008193,YP_654736.1,TC-Mu,TC-Mu,0.063,21.5,12,144,0,1,1,
,Mycobacterium phage Cooper,Mycobacterium,myc,NC_008195,YP_654920.1,TC-HK97,TC-HK97,0.31,20.3,11,130,1,0,1,
,Mycobacterium phage Cooper,Mycobacterium,myc,NC_008195,YP_654920.1,TC-Adjutor,TC-Adjutor,0.0066,24.6,29,130,0,1,1,
,Mycobacterium phage Llij,Mycobacterium,myc,NC_008196,YP_655005.1,TC-HK97,TC-HK97,0.0000072,35.1,13,106,1,1,1,
,Mycobacterium phage Llij,Mycobacterium,myc,NC_008196,YP_655005.1,TC-T1,TC-T1,0.29,19.1,9,96,1,1,1,
,Mycobacterium phage Llij,Mycobacterium,myc,NC_008196,YP_655005.1,TC-T1,TC-T1,0.29,19.1,9,96,1,0,1,
,Mycobacterium phage Llij,Mycobacterium,myc,NC_008196,YP_655005.1,TC-Che12,TC-Che12,1.3,17.6,16,99,0,1,1,
,Mycobacterium phage Orion,Mycobacterium,myc,NC_008197,YP_655121.1,U_TC_Fam7,U_TC_Fam7,5,15.4,3,135,1,1,1,
,Mycobacterium phage Orion,Mycobacterium,myc,NC_008197,YP_655121.1,TC-HK97,TC-HK97,1,18.6,10,132,1,1,1,
,Mycobacterium phage Orion,Mycobacterium,myc,NC_008197,YP_655121.1,TC-Adjutor,TC-Adjutor,0.00011,30.4,68,136,1,0,1,
,Mycobacterium phage Orion,Mycobacterium,myc,NC_008197,YP_655121.1,U_TC_Fam7,U_TC_Fam7,5,15.4,3,135,0,0,0,
,Mycobacterium phage PBI1,Mycobacterium,myc,NC_008198,YP_655217.1,TC-Adjutor,TC-Adjutor,0.000000025,42.2,1,82,0,1,1,
,Mycobacterium phage Pipefish,Mycobacterium,myc,NC_008199,YP_655303.1,U_TC_Fam7,U_TC_Fam7,6.7,15,12,135,1,1,1,
,Mycobacterium phage Pipefish,Mycobacterium,myc,NC_008199,YP_655303.1,TC-HK97,TC-HK97,0.000003,36.4,11,134,1,1,1,
,Mycobacterium phage Pipefish,Mycobacterium,myc,NC_008199,YP_655303.1,TC-Adjutor,TC-Adjutor,0.044,22,63,134,1,0,1,
,Mycobacterium phage Pipefish,Mycobacterium,myc,NC_008199,YP_655303.1,U_TC_Fam7,U_TC_Fam7,6.7,15,12,135,0,0,0,
,Mycobacterium phage PLot,Mycobacterium,myc,NC_008200,YP_655400.1,TC-Adjutor,TC-Adjutor,0.0000000086,43.7,11,107,0,0,0,
,Mannheimia phage phiMHaA1,Mannheimia haemolytica,neg,NC_008201,YP_655481.1,TC-Mu,TC-Mu,1.80E-33,123.8,3,150,0,0,0,
,Mycobacterium phage Che12,Mycobacterium,myc,NC_008203,YP_655602.1,TC-Che12,TC-Che12,0.000002,36.3,1,92,0,1,1,
,Mycobacterium phage Qyrzula,Mycobacterium,myc,NC_008204,YP_655705.1,TC-HK97,TC-HK97,0.0003,29.9,17,137,1,1,1,
,Mycobacterium phage Qyrzula,Mycobacterium,myc,NC_008204,YP_655705.1,TC-Adjutor,TC-Adjutor,0.000000017,42.7,30,139,1,1,1,
,Mycobacterium phage Qyrzula,Mycobacterium,myc,NC_008204,YP_655705.1,U_TC_Fam7,U_TC_Fam7,2.5,16.4,20,130,1,0,1,
,Mycobacterium phage Qyrzula,Mycobacterium,myc,NC_008204,YP_655705.1,U_TC_Fam7,U_TC_Fam7,2.5,16.4,20,130,0,1,1,
,Mycobacterium phage PMC,Mycobacterium,myc,NC_008205,YP_655770.1,TC-HK97,TC-HK97,0.0000072,35.1,13,106,1,1,1,
,Mycobacterium phage PMC,Mycobacterium,myc,NC_008205,YP_655770.1,TC-T1,TC-T1,0.29,19.1,9,96,1,1,1,
,Mycobacterium phage PMC,Mycobacterium,myc,NC_008205,YP_655770.1,TC-T1,TC-T1,0.29,19.1,9,96,1,0,1,
,Mycobacterium phage PMC,Mycobacterium,myc,NC_008205,YP_655770.1,TC-Che12,TC-Che12,1.3,17.6,16,99,0,1,1,
,Pseudoalteromonas atlantica T6c,0,0,NC_008228,YP_660283.1,TC-Mu,TC-Mu,0.000001,37.1,14,132,1,0,1,
,Pseudoalteromonas atlantica T6c,0,0,NC_008228,YP_660283.1,TC-Mu,TC-Mu,0.000001,37.1,178,225,0,1,1,
,Pseudoalteromonas atlantica T6c,0,0,NC_008228,YP_660690.1,TC-Phi297,TC-Phi297,1.6,17,17,110,1,0,1,
,Pseudoalteromonas atlantica T6c,0,0,NC_008228,YP_660690.1,TC-Phi297,TC-Phi297,1.6,17,207,317,0,0,0,
,Helicobacter acinonychis str. Sheeba,0,0,NC_008229,YP_664492.1,TC-ListeriaB025,TC-ListeriaB025,1.70E+00,16.9,20,73,0,1,1,
,Escherichia coli 536,0,0,NC_008253,YP_669087.1,TC-Lam,TC-Lam,0.19,19.6,1,140,1,0,1,
,Escherichia coli 536,0,0,NC_008253,YP_669087.1,TC-Lam,TC-Lam,0.19,19.6,82,189,0,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_673785.1,TC-HK97,TC-HK97,0.000028,33.2,3,127,1,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_673785.1,TC-T1,TC-T1,0.00000000041,47.8,1,134,1,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_673785.1,U_TC_Fam7,U_TC_Fam7,9.4,14.5,3,59,1,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_673785.1,U_TC_Fam7,U_TC_Fam7,9.4,14.5,76,132,1,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_673785.1,TC-T1,TC-T1,0.00000000041,47.8,1,134,1,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_673785.1,U_TC_Fam7,U_TC_Fam7,9.4,14.5,3,59,1,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_673785.1,U_TC_Fam7,U_TC_Fam7,9.4,14.5,76,132,1,0,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_673785.1,TC-HK97,TC-HK97,0,61.1,1,138,0,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_674446.1,TC-HK97,TC-HK97,0.39,19.4,2,108,1,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_674446.1,TC-HK97,TC-HK97,1.10E-22,89.2,8,122,1,1,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_674446.1,TC-T1,TC-T1,0.47,18.4,1,103,1,0,1,
,Chelativorans sp. BNC1,0,0,NC_008254,YP_674446.1,TC-T1,TC-T1,0.47,18.4,1,103,0,0,0,
,Roseobacter denitrificans OCh 114,0,0,NC_008209,YP_680756.1,TC-Mu,TC-Mu,0.000000046,41.4,6,161,0,0,0,
,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_687824.1,TC-Sfv,TC-Sfv,0,219.7,5,168,0,1,1,
,Alcanivorax borkumensis SK2,0,0,NC_008260,YP_691925.1,TC-Che12,TC-Che12,3.8,16.2,211,273,1,1,1,
,Alcanivorax borkumensis SK2,0,0,NC_008260,YP_691925.1,TC-Che12,TC-Che12,3.8,16.2,23,88,1,0,1,
,Alcanivorax borkumensis SK2,0,0,NC_008260,YP_691925.1,TC-Che12,TC-Che12,3.8,16.2,154,197,0,1,1,
,Clostridium perfringens ATCC 13124,0,0,NC_008261,YP_695407.1,TC-IEBH,TC-IEBH,2.30E-42,152.3,1,127,1,1,1,
,Clostridium perfringens ATCC 13124,0,0,NC_008261,YP_695407.1,TC-BCJA1C,TC-BCJA1C,3.2,16.1,1,99,1,0,1,
,Clostridium perfringens ATCC 13124,0,0,NC_008261,YP_695407.1,TC-ListeriaB025,TC-ListeriaB025,4.3,15.5,1,116,0,1,1,
,Clostridium perfringens ATCC 13124,0,0,NC_008261,YP_696024.1,TC-ListeriaB025,TC-ListeriaB025,0.027,22.6,1,140,1,0,1,
,Clostridium perfringens ATCC 13124,0,0,NC_008261,YP_696024.1,TC-HK97,TC-HK97,1.7,17.8,7,119,0,0,0,
,Clostridium perfringens ATCC 13124,0,0,NC_008261,YP_696318.1,TC-ListeriaB025,TC-ListeriaB025,5.90E-01,18.3,1,84,0,0,0,
,Clostridium perfringens SM101,0,0,NC_008262,YP_698920.1,TC-ListeriaB025,TC-ListeriaB025,0.57,18.4,1,84,0,0,0,
,Frankia alni ACN14a,0,0,NC_008278,YP_712603.1,TC-TPSY,TC-TPSY,0.89,17.4,16,93,0,0,0,
,Frankia alni ACN14a,0,0,NC_008278,YP_712888.1,TC-Adjutor,TC-Adjutor,2.9,16.1,50,137,0,0,0,
,Trichodesmium erythraeum IMS101,0,0,NC_008312,YP_721051.1,TC-HK97,TC-HK97,6.6,16,33,104,0,0,0,
,Shewanella sp. MR-7,0,0,NC_008322,YP_736784.1,TC-Mu,TC-Mu,0.069,21.4,8,149,0,0,0,
,Nitrosomonas eutropha C91,0,0,NC_008344,YP_747676.1,TC-HK97,TC-HK97,0,56.9,10,156,0,0,0,
,Shewanella frigidimarina NCIMB 400,0,0,NC_008345,YP_750370.1,TC-ShewanellaB,TC-ShewanellaB,0,347.3,1,183,0,1,1,
,Maricaulis maris MCS10,0,0,NC_008347,YP_757369.1,TC-ShewanellaB,TC-ShewanellaB,2,16.7,3,57,1,0,1,
,Maricaulis maris MCS10,0,0,NC_008347,YP_757369.1,TC-ShewanellaB,TC-ShewanellaB,2,16.7,51,98,0,0,0,
,Maricaulis maris MCS10,0,0,NC_008347,YP_758285.1,TC-Phi297,TC-Phi297,7.4,14.8,82,137,0,0,0,
,Bordetella avium 197N,0,0,NC_010645,YP_785842.1,TC-HK97,TC-HK97,0.14,21.4,2,75,0,0,0,
,Bordetella avium 197N,0,0,NC_010645,YP_785992.1,TC-HK97,TC-HK97,0.000034,33,18,148,0,0,0,
,Enterobacteria phage RB32,0,neg,NC_008515,YP_803188.1,TC-ListeriaB025,TC-ListeriaB025,7.6,14.7,2,75,0,1,1,
,Pediococcus pentosaceus ATCC 25745,0,0,NC_008525,YP_804294.1,TC-Bthuringiensis,TC-Bthuringiensis,1.8,17.1,3,107,1,1,1,
,Pediococcus pentosaceus ATCC 25745,0,0,NC_008525,YP_804294.1,TC-HK97,TC-HK97,3.70E-18,74.7,12,106,1,0,1,
,Pediococcus pentosaceus ATCC 25745,0,0,NC_008525,YP_804294.1,TC-Bthuringiensis,TC-Bthuringiensis,1.8,17.1,3,107,0,0,0,
,Pediococcus pentosaceus ATCC 25745,0,0,NC_008525,YP_804496.1,TC-HK97,TC-HK97,0.00000000066,48.1,8,123,0,0,0,
,Lactobacillus casei ATCC 334,0,0,NC_008526,YP_807122.1,TC-HK97,TC-HK97,0.0000045,35.8,13,114,0,1,1,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_809097.1,TC-HK97,TC-HK97,2.00E-16,69.1,7,101,1,1,1,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_809097.1,TC-T1,TC-T1,3.5,15.6,10,68,1,1,1,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_809097.1,TC-T1,TC-T1,3.5,15.6,55,106,1,1,1,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_809097.1,TC-T1,TC-T1,3.5,15.6,10,68,1,0,1,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_809097.1,TC-T1,TC-T1,3.5,15.6,55,106,0,1,1,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_811375.1,U_TC_Fam7,U_TC_Fam7,1.7,16.9,4,108,1,1,1,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_811375.1,TC-HK97,TC-HK97,5.40E-16,67.7,11,105,1,0,1,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_811375.1,U_TC_Fam7,U_TC_Fam7,1.7,16.9,4,108,0,0,0,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_811687.1,TC-HK97,TC-HK97,0.0028,26.8,11,168,0,0,0,
,Lactococcus lactis subsp. cremoris SK11,0,0,NC_008527,YP_811996.1,TC-ListeriaB025,TC-ListeriaB025,5.6,15.2,18,94,0,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814445.1,TC-HK97,TC-HK97,0.096,21.9,9,130,1,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814445.1,TC-phiC2,TC-phiC2,5.1,15,7,121,1,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814445.1,TC-T1,TC-T1,0.79,17.7,3,70,1,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814445.1,TC-T1,TC-T1,0.79,17.7,67,107,1,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814445.1,TC-T1,TC-T1,0.79,17.7,3,70,1,0,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814445.1,TC-T1,TC-T1,0.79,17.7,67,107,0,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814505.1,TC-T1,TC-T1,0.79,17.7,67,107,1,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814505.1,TC-HK97,TC-HK97,0.096,21.9,9,130,1,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814505.1,TC-phiC2,TC-phiC2,5.1,15,7,121,1,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814505.1,TC-T1,TC-T1,0.79,17.7,3,70,1,1,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814505.1,TC-T1,TC-T1,0.79,17.7,67,107,1,0,1,
,Lactobacillus gasseri ATCC 33323,0,0,NC_008530,YP_814505.1,TC-T1,TC-T1,0.79,17.7,3,70,0,0,0,
,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,0,0,NC_008531,YP_818508.1,TC-JCL103,TC-JCL103,3.3,16.2,15,133,0,0,0,
,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,0,0,NC_008531,YP_818658.1,TC-HK97,TC-HK97,2.2,17,110,224,0,0,0,
