,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*,75
,Streptomyces phage R4,Streptomyces coelicolor A3(2),pos,NC_019414,YP_006990128.1,TR-Che8,TR-Che8,4.90E-17,70.7,16,157,0,0,0,
,Streptococcus phage phiNJ2,Streptococcus suis NJ2 serotype 9,pos,NC_019418,YP_006990334.1,TR-BCJA1C,TR-BCJA1C,1.50E-34,127.1,1,135,0,0,0,
,Enterobacteria phage JL1,Escherichia coli O157:H7,neg,NC_019419,YP_006990377.1,TR-T1,TR-T1,2.80E-35,129.2,5,136,0,0,0,
,Clostridium phage phiMMP02,Clostridium difficile,pos,NC_019421,YP_006990489.1,TR-Adjutor,TR-Adjutor,0,414.1,1,273,0,0,0,
,Clostridium phage phiMMP04,Clostridium difficile,pos,NC_019422,YP_006990563.1,TR-CD38,TR-CD38,0,63.2,3,138,0,0,0,
,Carnobacterium maltaromaticum LMA28,0,0,NC_019425,YP_006993003.1,TR-BCJA1C,TR-BCJA1C,1.00E-17,72.5,1,140,0,0,0,
,Carnobacterium maltaromaticum LMA28,0,0,NC_019425,YP_006993504.1,TR-BCJA1C,TR-BCJA1C,2.90E-40,145.5,1,131,0,0,0,
,Carnobacterium maltaromaticum LMA28,0,0,NC_019425,YP_006993931.1,TR-Cereus,TR-Cereus,1.7,17,78,173,0,0,0,
,Carnobacterium maltaromaticum LMA28,0,0,NC_019425,YP_006994220.1,TR-FL3A,TR-FL3A,7.80E-38,137.6,1,129,0,1,1,
,Synechococcus phage metaG-MbCM1,0,neg,NC_019443,YP_007001600.1,TR-T4,TR-T4,0,253.6,1,193,1,0,1,
,Synechococcus phage metaG-MbCM1,0,neg,NC_019443,YP_007001600.1,U_T4-gp15_tss,U_T4-gp15_tss,1.90E-37,137.7,1,221,0,0,0,
,Synechococcus phage S-MbCM6,0,neg,NC_019444,YP_007001772.1,TR-Bmccartyi,TR-Bmccartyi,8.7,14.9,223,272,0,1,1,
,Synechococcus phage S-MbCM6,0,neg,NC_019444,YP_007001816.1,TR-T4,TR-T4,0,250,1,192,1,0,1,
,Synechococcus phage S-MbCM6,0,neg,NC_019444,YP_007001816.1,U_T4-gp15_tss,U_T4-gp15_tss,5.90E-35,129.5,1,223,0,0,0,
,Haemophilus phage SuMu,Haemophilus parasuis 34086b,neg,NC_019455,YP_007002943.1,TR-Mu,TR-Mu,0,169,1,199,0,1,1,
,Lactobacillus phage LF1,Lactobacillus sp.,pos,NC_019486,YP_007003210.1,TR-SPP1,TR-SPP1,8.2,15,7,123,1,0,1,
,Lactobacillus phage LF1,Lactobacillus sp.,pos,NC_019486,YP_007003210.1,TR-ListeriaB025,TR-ListeriaB025,6.1,15.2,1,135,0,0,0,
,Bacillus phage SP10,0,pos,NC_019487,YP_007003403.1,TR-SPO1,TR-SPO1,0,247.9,1,277,0,0,0,
,Salmonella phage RE-2010,Salmonella enterica subsp. enterica serova,neg,NC_019488,YP_007003518.1,TR-P2,TR-P2,4.80E-38,138.5,1,131,0,0,0,
,Lactobacillus phage Sha1,Lactobacillus sp.,pos,NC_019489,YP_007003562.1,TR-Sfi21,TR-Sfi21,0.000013,33.7,1,126,0,0,0,
,Clostridium phage phiCP26F,Clostridium perfringens,pos,NC_019496,YP_007004001.1,TR-SPP1,TR-SPP1,6.7,15.3,6,93,0,1,1,
,Enterobacteria phage Bp7,Escherichia coli O78.A,neg,NC_019500,YP_007004284.1,TR-T4,TR-T4,0,256.7,1,200,1,0,1,
,Enterobacteria phage Bp7,Escherichia coli O78.A,neg,NC_019500,YP_007004284.1,U_T4-gp15_tss,U_T4-gp15_tss,0,282,1,232,0,1,1,
,Bacillus phage phIS3501,Bacillus thuringiensis var. israelensis ATCC 35646,pos,NC_019502,YP_007004369.1,TR-SPP1,TR-SPP1,0.0000000029,45.5,7,113,1,1,1,
,Bacillus phage phIS3501,Bacillus thuringiensis var. israelensis ATCC 35646,pos,NC_019502,YP_007004369.1,TR-ListeriaB025,TR-ListeriaB025,0.00036,28.9,1,118,1,0,1,
,Bacillus phage phIS3501,Bacillus thuringiensis var. israelensis ATCC 35646,pos,NC_019502,YP_007004369.1,TR-FL3A,TR-FL3A,0.0000000019,46,2,116,0,1,1,
,Enterobacteria phage ime09,Escherichia coli,neg,NC_019503,YP_007004541.1,TR-T4,TR-T4,0,238.3,1,201,1,0,1,
,Enterobacteria phage ime09,Escherichia coli,neg,NC_019503,YP_007004541.1,U_T4-gp15_tss,U_T4-gp15_tss,0,475.2,1,234,0,1,1,
,Escherichia phage wV7,Escherichia coli,neg,NC_019505,YP_007004905.1,TR-T4,TR-T4,0,238.5,1,201,1,0,1,
,Escherichia phage wV7,Escherichia coli,neg,NC_019505,YP_007004905.1,U_T4-gp15_tss,U_T4-gp15_tss,0,477.3,1,234,0,0,0,
,Clostridium phage phiCP13O,Clostridium perfringens,pos,NC_019506,YP_007005034.1,TR-SPP1,TR-SPP1,3.6,16.2,6,95,0,1,1,
,Campylobacter phage CP21,Campylobacter sp.,neg,NC_019507,YP_007005168.1,TR-T4,TR-T4,0.00000012,40,1,87,1,0,1,
,Campylobacter phage CP21,Campylobacter sp.,neg,NC_019507,YP_007005168.1,U_T4-gp15_tss,U_T4-gp15_tss,0.018,23.2,1,82,0,1,1,
,Campylobacter phage CP21,Campylobacter sp.,neg,NC_019507,YP_007005169.1,TR-T4,TR-T4,0.00041,28.5,1,73,1,1,1,
,Campylobacter phage CP21,Campylobacter sp.,neg,NC_019507,YP_007005169.1,U_T4-gp15_tss,U_T4-gp15_tss,2,16.5,1,95,1,0,1,
,Campylobacter phage CP21,Campylobacter sp.,neg,NC_019507,YP_007005169.1,U_T4-gp15_tss,U_T4-gp15_tss,2,16.5,164,269,0,0,0,
,Clostridium phage phiCP34O,Clostridium perfringens,pos,NC_019508,YP_007005343.1,TR-SPP1,TR-SPP1,6.5,15.4,6,94,0,0,0,
,Cronobacter phage ESP2949-1,Cronobacter sakazakii ATCC29544,neg,NC_019509,YP_007005387.1,TR-T1,TR-T1,2.30E-23,90.7,5,126,0,1,1,
,Staphylococcus phage SMSAP5,Staphylococcus aureus,pos,NC_019513,YP_007005729.1,TR-SPP1,TR-SPP1,0.0012,27.4,7,118,1,0,1,
,Staphylococcus phage SMSAP5,Staphylococcus aureus,pos,NC_019513,YP_007005729.1,TR-ListeriaB025,TR-ListeriaB025,5.50E-24,92.9,1,128,0,0,0,
,Enterobacteria phage vB_EcoM-FV3,Escherichia coli,neg,NC_019517,YP_007006225.1,TR-Bcep1,TR-Bcep1,10,14.7,42,147,0,1,1,
,Enterobacteria phage vB_KleM-RaK2,Klebsiella sp.,neg,NC_019526,YP_007007222.1,TR-T4,TR-T4,0,64.6,1,181,1,0,1,
,Enterobacteria phage vB_KleM-RaK2,Klebsiella sp.,neg,NC_019526,YP_007007222.1,U_T4-gp15_tss,U_T4-gp15_tss,0.000004,35.1,1,173,0,0,0,
,Aeromonas phage vB_AsaM-56,Aeromonas salmonicida,neg,NC_019527,YP_007007753.1,TR-Bcep1,TR-Bcep1,2.80E-22,87.2,45,146,0,1,1,
,Salmonella phage PhiSH19,Salmonella typhimurium,neg,NC_019530,YP_007008111.1,TR-T4,TR-T4,1.80E-34,127.5,4,182,1,0,1,
,Salmonella phage PhiSH19,Salmonella typhimurium,neg,NC_019530,YP_007008111.1,U_T4-gp15_tss,U_T4-gp15_tss,0,52,5,192,0,0,0,
,Francisella tularensis subsp. holarctica F92,0,0,NC_019537,YP_007008907.1,TR-CD38,TR-CD38,5.1,15.4,222,297,0,1,1,
,Aeromonas phage CC2,Aeromonas hydrophila,neg,NC_019538,YP_007010345.1,TR-T4,TR-T4,0,235.8,1,200,1,0,1,
,Aeromonas phage CC2,Aeromonas hydrophila,neg,NC_019538,YP_007010345.1,U_T4-gp15_tss,U_T4-gp15_tss,0,261.5,1,231,0,0,0,
,Salmonella phage vB_SenS-Ent1,Salmonella enterica subsp. enterica serova,neg,NC_019539,YP_007010471.1,TR-T1,TR-T1,2.50E-22,87.3,7,131,0,0,0,
,Acinetobacter phage Bphi-B1251,Acinetobacter baumannii YMC/09/02/B1251,neg,NC_019541,YP_007010614.1,TR-T1,TR-T1,0.012,23.7,11,110,0,1,1,
,Aeromonas phage Aes508,Aeromonas salmonicida,neg,NC_019543,YP_007010828.1,TR-T4,TR-T4,0,266.3,1,203,1,0,1,
,Aeromonas phage Aes508,Aeromonas salmonicida,neg,NC_019543,YP_007010828.1,U_T4-gp15_tss,U_T4-gp15_tss,0,277.5,1,235,0,0,0,
,Salmonella phage SPN3UB,Salmonella typhimurium,neg,NC_019545,YP_007010983.1,TR-phi297,TR-phi297,0,170,6,126,0,0,0,
,Francisella tularensis subsp. holarctica FSC200,Homo sapiens,0,NC_019551,YP_007011708.1,TR-CD38,TR-CD38,5.1,15.4,222,297,0,0,0,
,Listeria monocytogenes serotype 4b str. LL195,0,0,NC_019556,YP_007013701.1,TR-MGAS315,TR-MGAS315,0,192.3,3,114,0,0,0,
,Pseudomonas sp. UW4,0,0,NC_019670,YP_007029898.1,TR-BcepMu,TR-BcepMu,2.7,15.9,153,212,0,0,0,
,Pseudomonas sp. UW4,0,0,NC_019670,YP_007030495.1,TR-P2,TR-P2,0.97,17.7,1,75,0,0,0,
,Saccharothrix espanaensis DSM 44229,0,0,NC_019673,YP_007036490.1,TR-SPP1,TR-SPP1,5.8,15.5,184,281,0,0,0,
,Saccharothrix espanaensis DSM 44229,0,0,NC_019673,YP_007040510.1,TR-BcepMu,TR-BcepMu,7.1,14.5,16,84,0,0,0,
,Synechococcus sp. PCC 6312,0,0,NC_019680,YP_007060904.1,TR-BcepMu,TR-BcepMu,1.8,16.5,19,145,0,0,0,
,Chroococcidiopsis thermalis PCC 7203,0,0,NC_019695,YP_007092024.1,TR-Adjutor,TR-Adjutor,4.1,15.2,239,293,0,1,1,
,Chamaesiphon minutus PCC 6605,0,0,NC_019697,YP_007098240.1,TR-phi297,TR-phi297,7.3,15,2,55,1,0,1,
,Chamaesiphon minutus PCC 6605,0,0,NC_019697,YP_007098240.1,TR-phi297,TR-phi297,7.3,15,87,137,0,0,0,
,Chamaesiphon minutus PCC 6605,0,0,NC_019697,YP_007099808.1,TR-DMS3,TR-DMS3,6.6,15.6,70,152,0,0,0,
,Geitlerinema sp. PCC 7407,0,0,NC_019703,YP_007107736.1,TR-ListeriaB025,TR-ListeriaB025,0.75,18.1,36,130,0,0,0,
,Enterobacteria phage mEp237,0,neg,NC_019704,YP_007111384.1,TR-Lam,TR-Lam,0,221.7,1,132,0,0,0,
,Enterobacteria phage mEpX2,0,neg,NC_019705,YP_007111447.1,TR-SPP1,TR-SPP1,9.10E-16,66.5,4,115,0,0,0,
,Enterobacteria phage mEp043 c-1,0,neg,NC_019706,YP_007111512.1,TR-Lam,TR-Lam,0,208.2,1,133,0,0,0,
,Enterobacteria phage mEp235,0,neg,NC_019708,YP_007111587.1,TR-SPP1,TR-SPP1,9.10E-16,66.5,4,115,0,0,0,
,Enterobacteria phage mEpX1,0,neg,NC_019709,YP_007111646.1,TR-SPP1,TR-SPP1,0,53.6,5,111,0,0,0,
,Enterobacteria phage HK140,0,neg,NC_019710,YP_007111714.1,TR-SPP1,TR-SPP1,9.10E-16,66.5,4,115,0,0,0,
,Enterobacteria phage HK629,0,neg,NC_019711,YP_007111786.1,TR-Lam,TR-Lam,0,211.1,1,131,0,1,1,
,Vibrio phage vB_VpaS_MAR10,0,neg,NC_019713,YP_007111884.1,TR-T1,TR-T1,0.000024,32.4,7,110,1,0,1,
,Vibrio phage vB_VpaS_MAR10,0,neg,NC_019713,YP_007111884.1,TR-T1,TR-T1,0.000024,32.4,111,137,0,0,0,
,Enterobacteria phage HK446,0,neg,NC_019714,YP_007111962.1,TR-SPP1,TR-SPP1,0,53.6,5,111,0,0,0,
,Enterobacterial phage mEp234,0,neg,NC_019715,YP_007112022.1,TR-SPP1,TR-SPP1,0,53.3,5,111,0,0,0,
,Enterobacteria phage mEp460,0,neg,NC_019716,YP_007112083.1,TR-Lam,TR-Lam,0,227.5,5,137,0,0,0,
,Enterobacteria phage HK225,0,neg,NC_019717,YP_007112144.1,TR-Lam,TR-Lam,0,223.4,1,132,0,0,0,
,Enterobacteria phage vB_EcoS_Rogue1,0,neg,NC_019718,YP_007112230.1,TR-T1,TR-T1,3.40E-29,109.5,8,128,0,0,0,
,Enterobacteria phage HK633,0,neg,NC_019719,YP_007112285.1,TR-SPP1,TR-SPP1,0,53.6,5,111,0,0,0,
,Enterobacterial phage mEp213,0,neg,NC_019720,YP_007112352.1,TR-Lam,TR-Lam,0,208.2,1,133,0,0,0,
,Enterobacterial phage mEp390,0,neg,NC_019721,YP_007112426.1,TR-SPP1,TR-SPP1,0,50.6,5,111,0,0,0,
,Enterobacteria phage HK630,0,neg,NC_019723,YP_007112550.1,TR-Lam,TR-Lam,0,211.1,1,131,0,0,0,
,Enterobacteria phage HK578,0,neg,NC_019724,YP_007112620.1,TR-T1,TR-T1,2.40E-34,126.2,5,136,0,0,0,
,Escherichia phage ADB-2,0,neg,NC_019725,YP_007112711.1,TR-T1,TR-T1,2.60E-26,100.2,4,125,0,0,0,
,Staphylococcus phage JD007,Staphylococcus aureus,pos,NC_019726,YP_007112771.1,TR-SPO1,TR-SPO1,0,333.1,2,278,0,0,0,
,Oscillatoria nigro-viridis PCC 7112,0,0,NC_019729,YP_007118137.1,TR-Cereus,TR-Cereus,1.2,17.4,74,138,0,1,1,
,Microcoleus sp. PCC 7113,0,0,NC_019738,YP_007121213.1,TR-Lam,TR-Lam,5,15.6,899,978,1,1,1,
,Microcoleus sp. PCC 7113,0,0,NC_019738,YP_007121213.1,TR-Lam,TR-Lam,5,15.6,968,1059,1,1,1,
,Microcoleus sp. PCC 7113,0,0,NC_019738,YP_007121213.1,TR-Lam,TR-Lam,5,15.6,1045,1122,1,1,1,
,Microcoleus sp. PCC 7113,0,0,NC_019738,YP_007121213.1,TR-Lam,TR-Lam,5,15.6,1104,1178,1,0,1,
,Microcoleus sp. PCC 7113,0,0,NC_019738,YP_007121213.1,TR-Lam,TR-Lam,5,15.6,1142,1218,0,0,0,
,Microcoleus sp. PCC 7113,0,0,NC_019738,YP_007124740.1,U_TR_Oligot,U_TR_Oligot,6.2,15,226,319,0,0,0,
,Gloeocapsa sp. PCC 7428,0,0,NC_019745,YP_007127650.1,TR-Adjutor,TR-Adjutor,9.7,14,261,308,0,0,0,
,Gloeocapsa sp. PCC 7428,0,0,NC_019745,YP_007127781.1,TR-Andromeda,TR-Andromeda,0.63,18.3,1,92,0,1,1,
,Crinalium epipsammum PCC 9333,0,0,NC_019753,YP_007141911.1,TR-Adjutor,TR-Adjutor,2.4,16,230,289,1,0,1,
,Crinalium epipsammum PCC 9333,0,0,NC_019753,YP_007141911.1,TR-Adjutor,TR-Adjutor,2.4,16,454,487,0,1,1,
,Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007150859.1,TR-Sfi21,TR-Sfi21,1,17.8,44,120,1,0,1,
,Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007150859.1,TR-Sfi21,TR-Sfi21,1,17.8,249,311,0,0,0,
,Enterococcus faecalis str. Symbioflor 1,0,0,NC_019770,YP_007152894.1,TR-SPP1,TR-SPP1,1.4,17.5,5,125,0,0,0,
,Enterococcus faecalis str. Symbioflor 1,0,0,NC_019770,YP_007153063.1,TR-BCJA1C,TR-BCJA1C,1.1,17.4,20,103,0,0,0,
,Enterococcus faecalis str. Symbioflor 1,0,0,NC_019770,YP_007153295.1,TR-BCJA1C,TR-BCJA1C,7.70E-38,137.7,1,132,0,0,0,
,Enterococcus faecalis str. Symbioflor 1,0,0,NC_019770,YP_007153610.1,TR-SPP1,TR-SPP1,0.00000063,38,2,97,0,0,0,
,Enterococcus faecalis str. Symbioflor 1,0,0,NC_019770,YP_007154142.1,TR-SPP1,TR-SPP1,0.29,19.7,5,104,0,0,0,
,Klebsiella phage KP36,Klebsiella pneumoniae,neg,NC_019781,YP_007173558.1,TR-T1,TR-T1,5.80E-24,92.6,5,130,0,0,0,
,Deinococcus peraridilitoris DSM 19664,0,0,NC_019793,YP_007179833.1,TR-SPP1,TR-SPP1,0.0015,27.1,4,115,0,1,1,
,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185131.1,TR-phi297,TR-phi297,0.29,19.5,14,61,1,0,1,
,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185131.1,TR-phi297,TR-phi297,0.29,19.5,54,103,0,0,0,
,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185907.1,TR-SPP1,TR-SPP1,7.70E-20,79.7,11,126,0,0,0,
,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185990.1,TR-CD38,TR-CD38,0.42,18.9,6,148,0,0,0,
,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007202650.1,TR-SPP1,TR-SPP1,5.5,15.6,257,347,0,0,0,
,Bacillus subtilis subsp. subtilis str. BSP1,0,0,NC_019896,YP_007210038.1,TR-CD38,TR-CD38,8.3,14.7,7,146,0,1,1,
,Bacillus subtilis subsp. subtilis str. BSP1,0,0,NC_019896,YP_007210817.1,TR-phi297,TR-phi297,0.91,17.9,13,59,1,1,1,
,Bacillus subtilis subsp. subtilis str. BSP1,0,0,NC_019896,YP_007210817.1,TR-phi297,TR-phi297,0.91,17.9,34,72,1,1,1,
,Bacillus subtilis subsp. subtilis str. BSP1,0,0,NC_019896,YP_007210817.1,TR-phi297,TR-phi297,0.91,17.9,52,97,1,0,1,
,Bacillus subtilis subsp. subtilis str. BSP1,0,0,NC_019896,YP_007210817.1,TR-phi297,TR-phi297,0.91,17.9,93,123,0,0,0,
,Thioalkalivibrio nitratireducens DSM 14787,0,0,NC_019902,YP_007217914.1,TR-Mu,TR-Mu,5.3,15.1,314,377,0,0,0,
,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007228922.1,TR-T1,TR-T1,0.033,22.3,5,131,0,1,1,
,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007229469.1,TR-SPP1,TR-SPP1,0.19,20.3,3,61,1,0,1,
,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007229469.1,TR-SPP1,TR-SPP1,0.19,20.3,221,298,0,0,0,
,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230189.1,TR-P2,TR-P2,1.70E-37,136.7,1,132,0,0,0,
,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230833.1,TR-SPP1,TR-SPP1,0,61.7,6,122,0,0,0,
,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007231239.1,TR-PY54,TR-PY54,2,16.9,135,247,0,1,1,
,Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007235060.1,TR-Cereus,TR-Cereus,4.1,15.7,2,54,1,0,1,
,Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007235060.1,TR-Cereus,TR-Cereus,4.1,15.7,69,157,0,1,1,
,Yersinia phage phiR1-RT,Yersinia enterocolitica,neg,NC_019909,YP_007235997.1,TR-T4,TR-T4,0,221.5,1,200,1,0,1,
,Yersinia phage phiR1-RT,Yersinia enterocolitica,neg,NC_019909,YP_007235997.1,U_T4-gp15_tss,U_T4-gp15_tss,0,266.9,1,232,0,1,1,
,Salmonella phage SKML-39,0,neg,NC_019910,YP_007236104.1,TR-T4,TR-T4,5.60E-34,126,4,182,1,0,1,
,Salmonella phage SKML-39,0,neg,NC_019910,YP_007236104.1,U_T4-gp15_tss,U_T4-gp15_tss,0.0000000021,45.9,5,190,0,0,0,
,Staphylococcus phage StB20,Staphylococcus capitis,pos,NC_019915,YP_007236664.1,TR-ListeriaB025,TR-ListeriaB025,9.10E-41,147.2,1,129,0,0,0,
,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236697.1,TR-SPP1,TR-SPP1,0.0094,24.5,5,113,0,0,0,
,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237160.1,TR-ListeriaB025,TR-ListeriaB025,0,186.6,1,135,0,1,1,
,Dickeya phage Limestone,Dickeya solani,neg,NC_019925,YP_007237472.1,TR-T4,TR-T4,5.40E-35,129.3,4,182,1,0,1,
,Dickeya phage Limestone,Dickeya solani,neg,NC_019925,YP_007237472.1,U_T4-gp15_tss,U_T4-gp15_tss,0.00000000019,49.3,5,189,0,0,0,
,Cronobacter phage ENT47670,Cronobacter sakazakii,neg,NC_019927,YP_007237612.1,TR-phi297,TR-phi297,0.0000029,35.6,5,125,0,0,0,
,Erwinia phage ENT90,Erwinia amylovora,neg,NC_019932,YP_007238020.1,TR-P2,TR-P2,3.90E-41,148.4,1,131,0,1,1,
,Xanthomonas phage CP1,Xanthomonas citri,neg,NC_019933,YP_007238083.1,TR-SPP1,TR-SPP1,0.000011,33.9,5,115,1,0,1,
,Xanthomonas phage CP1,Xanthomonas citri,neg,NC_019933,YP_007238083.1,TR-Che8,TR-Che8,0.33,19.5,6,101,0,0,0,
,Cronobacter phage ENT39118,Cronobacter sakazakii,neg,NC_019934,YP_007238127.1,TR-SPP1,TR-SPP1,0,51.1,6,111,0,0,0,
,Pseudomonas phage KPP12,Pseudomonas aeruginosa,neg,NC_019935,YP_007238182.1,TR-Bcep1,TR-Bcep1,1.40E-30,113.9,48,164,0,1,1,
,Mycobacterium canettii CIPT 140060008,0,0,NC_019950,YP_007259233.1,TR-meningitidis,TR-meningitidis,2.9,16.2,38,92,1,0,1,
,Mycobacterium canettii CIPT 140060008,0,0,NC_019950,YP_007259233.1,TR-meningitidis,TR-meningitidis,2.9,16.2,286,395,0,1,1,
,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007271853.1,TR-SPP1,TR-SPP1,0.00028,29.5,7,109,1,0,1,
,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007271853.1,TR-FL3A,TR-FL3A,0,55.6,1,117,0,1,1,
,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273443.1,TR-SPP1,TR-SPP1,0.0046,25.5,4,103,1,1,1,
,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273443.1,TR-Che8,TR-Che8,4.8,15.8,2,90,1,1,1,
,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273443.1,TR-Bmccartyi,TR-Bmccartyi,0.00000039,38.5,1,108,1,1,1,
,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273443.1,TR-ListeriaB025,TR-ListeriaB025,0.002,26.4,2,105,1,0,1,
,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273443.1,TR-FL3A,TR-FL3A,0.0081,24.6,1,107,0,1,1,
,Mycobacterium canettii CIPT 140070008,0,0,NC_019965,YP_007286391.1,TR-meningitidis,TR-meningitidis,2.9,16.2,38,92,1,0,1,
,Mycobacterium canettii CIPT 140070008,0,0,NC_019965,YP_007286391.1,TR-meningitidis,TR-meningitidis,2.9,16.2,286,395,0,0,0,
,Mesorhizobium australicum WSM2073,Biserrula pelecinus L.,0,NC_019973,YP_007302415.1,TR-SPP1,TR-SPP1,2,17,17,130,0,0,0,
,Mesorhizobium australicum WSM2073,Biserrula pelecinus L.,0,NC_019973,YP_007306631.1,TR-SPP1,TR-SPP1,1.10E-17,72.7,10,127,0,0,0,
,Desulfovibrio hydrothermalis AM13 = DSM 14728,0,0,NC_020055,YP_007324325.1,TR-Mu,TR-Mu,0.045,21.9,4,152,0,0,0,
,Rhizobium tropici CIAT 899,0,0,NC_020059,YP_007333576.1,TR-SPP1,TR-SPP1,6.10E-17,70.3,11,130,0,0,0,
,Rhizobium tropici CIAT 899,0,0,NC_020059,YP_007334292.1,TR-T1,TR-T1,5.30E-34,125.1,8,136,0,0,0,
,Enterobacteriaceae bacterium strain FGI 57,0,0,NC_020063,YP_007340624.1,TR-T1,TR-T1,2.60E-36,132.5,4,130,0,0,0,
,Enterobacteriaceae bacterium strain FGI 57,0,0,NC_020063,YP_007340857.1,TR-Che8,TR-Che8,2.7,16.6,17,111,0,0,0,
,Serratia marcescens FGI94,0,0,NC_020064,YP_007343356.1,TR-P2,TR-P2,1.50E-31,117.5,1,129,0,1,1,
,Serratia marcescens FGI94,0,0,NC_020064,YP_007345897.1,TR-P2,TR-P2,6.1,15.1,4,104,1,0,1,
,Serratia marcescens FGI94,0,0,NC_020064,YP_007345897.1,TR-P2,TR-P2,6.1,15.1,133,180,0,1,1,
,Klebsiella phage KP27,Klebsiella pneumoniae,neg,NC_020080,YP_007348843.1,TR-T4,TR-T4,0,273.5,1,203,1,0,1,
,Klebsiella phage KP27,Klebsiella pneumoniae,neg,NC_020080,YP_007348843.1,U_T4-gp15_tss,U_T4-gp15_tss,0,314.3,1,234,0,1,1,
,Serratia phage phiMAM1,Serratia sp.,neg,NC_020083,YP_007349028.1,TR-T4,TR-T4,1.40E-45,163.8,6,185,1,0,1,
,Serratia phage phiMAM1,Serratia sp.,neg,NC_020083,YP_007349028.1,U_T4-gp15_tss,U_T4-gp15_tss,0.00016,29.9,7,194,0,0,0,
,Riemerella anatipestifer RA-CH-2,0,0,NC_020125,YP_007356359.1,TR-T1,TR-T1,7.1,14.7,108,210,0,0,0,
,Clostridium stercorarium subsp. stercorarium DSM 8532,0,0,NC_020134,YP_007372047.1,TR-CD38,TR-CD38,9.50E-38,137.7,1,134,0,0,0,
,Nonlabens dokdonensis DSW-6,0,0,NC_020156,YP_007377444.1,TR-MGAS315,TR-MGAS315,3.6,15.9,80,185,0,0,0,
,Escherichia coli APEC O78,0,0,NC_020163,YP_007379824.1,TR-DMS3,TR-DMS3,8.50E-27,102.4,1,118,0,1,1,
,Escherichia coli APEC O78,0,0,NC_020163,YP_007380150.1,TR-Mu,TR-Mu,7.9,14.5,28,114,1,1,1,
,Escherichia coli APEC O78,0,0,NC_020163,YP_007380150.1,TR-BcepMu,TR-BcepMu,6.2,14.7,50,158,1,0,1,
,Escherichia coli APEC O78,0,0,NC_020163,YP_007380150.1,TR-DMS3,TR-DMS3,5.20E-27,103.1,1,118,0,0,0,
,Escherichia coli APEC O78,0,0,NC_020163,YP_007380855.1,TR-P2,TR-P2,3.20E-38,139,1,131,0,1,1,
,Staphylococcus warneri SG1,0,0,NC_020164,YP_007385334.1,TR-SPP1,TR-SPP1,0.015,23.9,6,127,1,0,1,
,Staphylococcus warneri SG1,0,0,NC_020164,YP_007385334.1,TR-ListeriaB025,TR-ListeriaB025,4.00E-23,90.2,1,128,0,1,1,
,Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007386546.1,TR-BcepMu,TR-BcepMu,0,219.3,10,154,1,0,1,
,Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007386546.1,TR-DMS3,TR-DMS3,0.015,24.2,6,110,0,0,0,
,Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007388372.1,TR-Lam,TR-Lam,0,213.2,1,132,0,0,0,
,Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007391350.1,TR-P2,TR-P2,9.30E-37,134.3,1,131,0,1,1,
,Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007391393.1,TR-SPP1,TR-SPP1,0.000000091,40.7,5,111,1,1,1,
,Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007391393.1,TR-Che8,TR-Che8,7.3,15.2,2,106,1,0,1,
,Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007391393.1,TR-Che8,TR-Che8,7.3,15.2,89,115,0,0,0,
