,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*,
,,Jannaschia sp. CCS1,0,0,NC_007802,YP_509583.1,TIGR02216,TIGR02216,3.50E-16,67.3,7,64,0,0,0,
,,Desulfitobacterium hafniense Y51,0,0,NC_007907,YP_520188.1,XkdN,XkdN,1.20E-38,140.3,3,136,0,0,0,
,,Desulfitobacterium hafniense Y51,0,0,NC_007907,YP_520352.1,DUF3647,DUF3647,0.31,19.6,537,634,0,0,0,
,,Desulfitobacterium hafniense Y51,0,0,NC_007907,YP_521173.1,TG_Fam1,TG_Fam1,6.8,15.2,5,29,0,0,0,
,,Rhodoferax ferrireducens T118,0,0,NC_007908,YP_522134.1,TG_Fam1,TG_Fam1,4.7,15.7,5,33,0,0,0,
,,Saccharophagus degradans 2-40,0,0,NC_007912,YP_526439.1,DUF3356,DUF3356,1.6,17,3,59,0,0,0,
,,Saccharophagus degradans 2-40,0,0,NC_007912,YP_527616.1,TIGR02216,TIGR02216,5.6,15.4,71,118,0,0,0,
,,Clostridium phage phiCD119,Clostridium difficile,pos,NC_007917,YP_529567.1,XkdN,XkdN,1.60E-34,127.1,21,155,0,0,0,
,,Lactobacillus phage KC5a,Lactobacillus gasseri,pos,NC_007924,YP_529882.1,XkdN,XkdN,6.90E-37,134.7,4,138,0,0,0,
,,Rhodopseudomonas palustris BisB18,0,0,NC_007925,YP_530022.1,TG_Fam9,TG_Fam9,9.70E-23,88.8,1,97,0,0,0,
,,Rhodopseudomonas palustris BisB18,0,0,NC_007925,YP_531696.1,DUF3356,DUF3356,4.10E-27,102.3,5,104,0,1,1,
,,Rhodopseudomonas palustris BisB18,0,0,NC_007925,YP_531697.1,DUF2376,DUF2376,7.70E-17,69.5,22,66,1,0,1,
,,Rhodopseudomonas palustris BisB18,0,0,NC_007925,YP_531697.1,TIGR02216,TIGR02216,1.30E-20,81.5,8,67,0,1,1,
,,Rhodopseudomonas palustris BisB18,0,0,NC_007925,YP_532525.1,TG_Fam1,TG_Fam1,0.039,22.4,1,46,1,0,1,
,,Rhodopseudomonas palustris BisB18,0,0,NC_007925,YP_532525.1,TG_Fam1,TG_Fam1,0.039,22.4,46,67,0,0,0,
,,Lactobacillus salivarius UCC118,0,0,NC_007929,YP_535188.1,DUF1268,DUF1268,0.023,23.4,5,131,0,0,0,
,,Lactobacillus salivarius UCC118,0,0,NC_007929,YP_536236.1,TG_Fam1,TG_Fam1,4.4,15.8,381,416,0,0,0,
,,Escherichia coli UTI89,0,0,NC_007946,YP_539932.1,FluMu_gp41,FluMu_gp41,0.013,23.7,28,110,0,1,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_540336.1,Phage_lambd_GpG,Phage_lambd_GpG,0,185,1,126,1,1,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_540336.1,TIGR01674,TIGR01674,0,210.3,1,136,1,0,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_540336.1,U_Phage_TAC_1,U_Phage_TAC_1,1.4,17.2,6,102,0,1,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_540517.1,Phage_lambd_GpG,Phage_lambd_GpG,0,189.7,1,127,1,1,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_540517.1,TIGR01674,TIGR01674,0,165.7,1,139,1,0,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_540517.1,U_Phage_TAC_1,U_Phage_TAC_1,8.6,14.7,5,102,0,1,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_540541.1,DUF3356,DUF3356,2.1,16.6,176,267,1,0,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_540541.1,DUF3356,DUF3356,2.1,16.6,466,520,0,0,0,
,,Escherichia coli UTI89,0,0,NC_007946,YP_541958.1,FluMu_gp41,FluMu_gp41,0,63.3,3,87,0,1,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_542812.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_542812.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,1,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_544057.1,Phage_lambd_GpG,Phage_lambd_GpG,3.50E-43,154.7,2,125,1,0,1,
,,Escherichia coli UTI89,0,0,NC_007946,YP_544057.1,TIGR01674,TIGR01674,0,187.8,2,129,0,0,0,
,,Methylobacillus flagellatus KT,0,0,NC_007947,YP_546795.1,TG_Fam2,TG_Fam2,0,56.8,1,113,0,1,1,
,,Polaromonas sp. JS666,0,0,NC_007948,YP_547568.1,DUF2376,DUF2376,4.5,15.9,116,138,1,0,1,
,,Polaromonas sp. JS666,0,0,NC_007948,YP_547568.1,DUF2376,DUF2376,4.5,15.9,193,221,0,0,0,
,,Polaromonas sp. JS666,0,0,NC_007948,YP_550536.1,FluMu_gp41,FluMu_gp41,7.60E-16,66.2,5,88,0,0,0,
,,Burkholderia xenovorans LB400,0,0,NC_007953,YP_555855.1,U_Phage_TAC_13,U_Phage_TAC_13,0.4,19.4,171,271,0,0,0,
,,Burkholderia xenovorans LB400,0,0,NC_007953,YP_555942.1,DUF3356,DUF3356,7.2,14.9,511,563,0,1,1,
,,Shewanella denitrificans OS217,0,0,NC_007954,YP_561142.1,U_Phage_TAC_14,U_Phage_TAC_14,6,15.3,54,151,1,0,1,
,,Shewanella denitrificans OS217,0,0,NC_007954,YP_561142.1,U_Phage_TAC_14,U_Phage_TAC_14,6,15.3,440,493,0,0,0,
,,Shewanella denitrificans OS217,0,0,NC_007954,YP_562711.1,TG_Fam1,TG_Fam1,0.39,19.2,9,31,0,0,0,
,,Shewanella denitrificans OS217,0,0,NC_007954,YP_564033.1,U_Phage_TAC_13,U_Phage_TAC_13,5.7,15.6,194,286,0,0,0,
,,Rhodopseudomonas palustris BisB5,0,0,NC_007958,YP_569120.1,DUF3356,DUF3356,1.90E-26,100.2,5,104,0,1,1,
,,Rhodopseudomonas palustris BisB5,0,0,NC_007958,YP_569121.1,DUF2376,DUF2376,2.10E-16,68.1,17,61,1,0,1,
,,Rhodopseudomonas palustris BisB5,0,0,NC_007958,YP_569121.1,TIGR02216,TIGR02216,8.60E-25,94.8,3,62,0,1,1,
,,Rhodopseudomonas palustris BisB5,0,0,NC_007958,YP_570563.1,TG_Fam1,TG_Fam1,3.4,16.2,112,185,1,1,1,
,,Rhodopseudomonas palustris BisB5,0,0,NC_007958,YP_570563.1,TG_Fam1,TG_Fam1,3.4,16.2,190,205,1,0,1,
,,Rhodopseudomonas palustris BisB5,0,0,NC_007958,YP_570563.1,TG_Fam1,TG_Fam1,3.4,16.2,218,245,0,0,0,
,,Chromohalobacter salexigens DSM 3043,0,0,NC_007963,YP_573431.1,FluMu_gp41,FluMu_gp41,8.70E-16,66,70,150,0,1,1,
,,Chromohalobacter salexigens DSM 3043,0,0,NC_007963,YP_575023.1,DUF2376,DUF2376,3.9,16.1,80,111,1,0,1,
,,Chromohalobacter salexigens DSM 3043,0,0,NC_007963,YP_575023.1,DUF2376,DUF2376,3.9,16.1,295,324,0,1,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_575428.1,TIGR02216,TIGR02216,4.5,15.7,13,53,1,1,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_575428.1,TIGR02216,TIGR02216,4.5,15.7,175,200,1,0,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_575428.1,TIGR02216,TIGR02216,4.5,15.7,275,321,0,1,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_576166.1,TG_Fam1,TG_Fam1,0,60.3,9,87,1,0,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_576166.1,TG_Fam1,TG_Fam1,0,60.3,128,193,0,0,0,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_576702.1,DUF3356,DUF3356,9.20E-28,104.4,5,105,0,1,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_576703.1,DUF2376,DUF2376,0,65,17,61,1,0,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_576703.1,TIGR02216,TIGR02216,7.50E-20,79,3,62,0,0,0,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_577386.1,DUF3356,DUF3356,5.10E-24,92.4,15,133,0,0,0,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_577627.1,FluMu_gp41,FluMu_gp41,0.000000002,45.6,6,81,0,0,0,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_577728.1,DUF3356,DUF3356,1.80E-25,97.1,4,109,0,1,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_577737.1,DUF2376,DUF2376,1.4,17.5,128,183,1,0,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_577737.1,TG_Fam7,TG_Fam7,0,249.6,1,192,0,0,0,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_577741.1,DUF3356,DUF3356,2.60E-26,99.8,1,100,0,1,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_578050.1,DUF1789,DUF1789,3.2,16.3,20,141,1,0,1,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_578050.1,DUF1789,DUF1789,3.2,16.3,176,223,0,0,0,
,,Nitrobacter hamburgensis X14,0,0,NC_007964,YP_578515.1,FluMu_gp41,FluMu_gp41,0,53.2,7,82,0,0,0,
,,Psychrobacter cryohalolentis K5,0,0,NC_007969,YP_581692.1,U_TG_Spo1,U_TG_Spo1,2.7,16.5,37,125,0,1,1,
,,Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,YP_588468.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Escherichia coli str. K-12 substr. MG1655,0,0,NC_000913,YP_588468.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,1,1,
,,Candidatus Koribacter versatilis Ellin345,0,0,NC_008009,YP_589940.1,TG_Fam1,TG_Fam1,4.40E-17,70.3,9,72,1,0,1,
,,Candidatus Koribacter versatilis Ellin345,0,0,NC_008009,YP_589940.1,TG_Fam1,TG_Fam1,4.40E-17,70.3,106,172,0,0,0,
,,Candidatus Koribacter versatilis Ellin345,0,0,NC_008009,YP_591481.1,TG_Fam7,TG_Fam7,2.3,16,2,68,0,0,0,
,,Streptococcus pyogenes MGAS9429,0,0,NC_008021,YP_596570.1,DUF3647,DUF3647,6.50E-25,95.9,2,110,0,0,0,
,,Streptococcus pyogenes MGAS9429,0,0,NC_008021,YP_597161.1,DUF3647,DUF3647,1.30E-24,95,2,116,0,1,1,
,,Streptococcus pyogenes MGAS2096,0,0,NC_008023,YP_600744.1,TG_Fam1,TG_Fam1,6.4,15.3,7,28,1,0,1,
,,Streptococcus pyogenes MGAS2096,0,0,NC_008023,YP_600744.1,TG_Fam1,TG_Fam1,6.4,15.3,25,49,0,0,0,
,,Streptococcus pyogenes MGAS2096,0,0,NC_008023,YP_601050.1,DUF3647,DUF3647,1.30E-24,95,2,116,0,0,0,
,,Deinococcus geothermalis DSM 11300,0,0,NC_008025,YP_603900.1,TIGR01674,TIGR01674,6.3,14.9,238,353,0,1,1,
,,Deinococcus geothermalis DSM 11300,0,0,NC_008025,YP_604619.1,TG_Fam1,TG_Fam1,0.59,18.6,2,18,1,1,1,
,,Deinococcus geothermalis DSM 11300,0,0,NC_008025,YP_604619.1,TG_Fam1,TG_Fam1,0.59,18.6,53,77,1,0,1,
,,Deinococcus geothermalis DSM 11300,0,0,NC_008025,YP_604619.1,TG_Fam1,TG_Fam1,0.59,18.6,69,110,0,0,0,
,,Deinococcus geothermalis DSM 11300,0,0,NC_008025,YP_604732.1,FluMu_gp41,FluMu_gp41,9.6,14.6,102,164,0,0,0,
,,Pseudomonas entomophila L48,0,0,NC_008027,YP_608106.1,TG_Fam11,TG_Fam11,8.8,14.8,57,149,0,0,0,
,,Pseudomonas entomophila L48,0,0,NC_008027,YP_609617.1,FluMu_gp41,FluMu_gp41,0,65.7,4,89,0,0,0,
,,Pseudomonas entomophila L48,0,0,NC_008027,YP_609626.1,FluMu_gp41,FluMu_gp41,7.40E-16,66.2,19,96,0,0,0,
,,Pseudomonas entomophila L48,0,0,NC_008027,YP_609654.1,U_Phage_TAC_13,U_Phage_TAC_13,7.20E-24,92.3,4,107,0,1,1,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_612277.1,TG_Fam1,TG_Fam1,9,14.8,6,22,1,0,1,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_612277.1,TG_Fam1,TG_Fam1,9,14.8,15,36,0,1,1,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_612296.1,DUF3356,DUF3356,4.5,15.5,13,69,1,1,1,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_612296.1,DUF3356,DUF3356,4.5,15.5,75,167,1,0,1,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_612296.1,DUF3356,DUF3356,4.5,15.5,213,263,0,0,0,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_612731.1,TG_Fam1,TG_Fam1,7.3,15.1,44,66,0,0,0,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_613061.1,DUF3356,DUF3356,3.10E-30,112.3,5,103,0,1,1,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_613062.1,DUF2376,DUF2376,2.70E-16,67.8,20,62,1,0,1,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_613062.1,TIGR02216,TIGR02216,6.50E-18,72.8,6,63,0,0,0,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_613277.1,FluMu_gp41,FluMu_gp41,3.40E-17,70.5,22,99,0,1,1,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_614706.1,DUF3647,DUF3647,5.7,15.5,160,203,1,0,1,
,,Ruegeria sp. TM1040,0,0,NC_008044,YP_614706.1,DUF3647,DUF3647,5.7,15.5,248,298,0,0,0,
,,Sphingopyxis alaskensis RB2256,0,0,NC_008048,YP_617038.1,DUF3356,DUF3356,0.0000000075,43.7,12,108,0,0,0,
,,Helicobacter pylori HPAG1,0,0,NC_008086,YP_627446.1,Phage_Gp14,Phage_Gp14,0.31,19.4,42,125,0,0,0,
,,Myxococcus xanthus DK 1622,0,0,NC_008095,YP_628353.1,TIGR02216,TIGR02216,2.2,16.7,324,357,0,0,0,
,,Myxococcus xanthus DK 1622,0,0,NC_008095,YP_629482.1,U_Phage_TAC_1,U_Phage_TAC_1,6.9,15,8,94,0,0,0,
,,Myxococcus xanthus DK 1622,0,0,NC_008095,YP_630096.1,TG_Fam1,TG_Fam1,0.000005,34.9,165,239,0,1,1,
,,Myxococcus xanthus DK 1622,0,0,NC_008095,YP_635071.1,DUF2376,DUF2376,6.9,15.3,20,52,1,0,1,
,,Myxococcus xanthus DK 1622,0,0,NC_008095,YP_635071.1,DUF2376,DUF2376,6.9,15.3,104,128,0,1,1,
,,Yersinia pestis Nepal516,0,0,NC_008149,YP_646750.1,TIGR02216,TIGR02216,9.1,14.7,73,102,1,0,1,
,,Yersinia pestis Nepal516,0,0,NC_008149,YP_646750.1,TIGR02216,TIGR02216,9.1,14.7,172,208,0,0,0,
,,Yersinia pestis Nepal516,0,0,NC_008149,YP_647519.1,DUF1789,DUF1789,3.00E-24,94,1,103,0,1,1,
,,Yersinia pestis Nepal516,0,0,NC_008149,YP_648145.1,TG_Fam1,TG_Fam1,0.46,19,2,17,1,0,1,
,,Yersinia pestis Nepal516,0,0,NC_008149,YP_648145.1,TG_Fam1,TG_Fam1,0.46,19,19,34,0,0,0,
,,Yersinia pestis Nepal516,0,0,NC_008149,YP_648660.1,FluMu_gp41,FluMu_gp41,0,49.8,9,89,0,0,0,
,,Yersinia pestis Antiqua,0,0,NC_008150,YP_650871.1,FluMu_gp41,FluMu_gp41,0,49.8,9,89,0,0,0,
,,Yersinia pestis Antiqua,0,0,NC_008150,YP_651391.1,DUF1789,DUF1789,3.00E-24,94,1,103,0,1,1,
,,Yersinia pestis Antiqua,0,0,NC_008150,YP_652024.1,TG_Fam1,TG_Fam1,0.46,19,2,17,1,0,1,
,,Yersinia pestis Antiqua,0,0,NC_008150,YP_652024.1,TG_Fam1,TG_Fam1,0.46,19,19,34,0,1,1,
,,Yersinia pestis Antiqua,0,0,NC_008150,YP_652676.1,TIGR02216,TIGR02216,9.1,14.7,73,102,1,0,1,
,,Yersinia pestis Antiqua,0,0,NC_008150,YP_652676.1,TIGR02216,TIGR02216,9.1,14.7,172,208,0,0,0,
,,Pasteurella phage F108,Pasteurella multocida,neg,NC_008193,YP_654742.1,DUF2765,DUF2765,2.20E-23,90.3,21,102,0,0,0,
,,Mannheimia phage phiMHaA1,Mannheimia haemolytica,neg,NC_008201,YP_655494.1,FluMu_gp41,FluMu_gp41,0.000000037,41.6,3,83,0,0,0,
,,Aeromonas phage 25,Aeromonas salmonicida,neg,NC_008208,YP_656405.1,TG_Fam1,TG_Fam1,0.16,20.5,115,196,0,0,0,
,,Pseudoalteromonas atlantica T6c,0,0,NC_008228,YP_659855.1,U_TG_Cr,U_TG_Cr,1.3,16.8,3,70,0,0,0,
,,Pseudoalteromonas atlantica T6c,0,0,NC_008228,YP_660289.1,DUF2765,DUF2765,2.50E-25,96.6,8,90,0,0,0,
,,Helicobacter acinonychis str. Sheeba,0,0,NC_008229,YP_664565.1,Phage_Gp14,Phage_Gp14,2.9,16.2,43,120,0,1,1,
,,Escherichia coli 536,0,0,NC_008253,YP_669090.1,Phage_lambd_GpG,Phage_lambd_GpG,0,185.2,1,126,1,1,1,
,,Escherichia coli 536,0,0,NC_008253,YP_669090.1,TIGR01674,TIGR01674,0,213,1,136,1,0,1,
,,Escherichia coli 536,0,0,NC_008253,YP_669090.1,U_Phage_TAC_1,U_Phage_TAC_1,6.9,15,6,103,0,1,1,
,,Escherichia coli 536,0,0,NC_008253,YP_669223.1,DUF3356,DUF3356,2.7,16.2,176,267,1,0,1,
,,Escherichia coli 536,0,0,NC_008253,YP_669223.1,DUF3356,DUF3356,2.7,16.2,466,520,0,1,1,
,,Escherichia coli 536,0,0,NC_008253,YP_671320.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Escherichia coli 536,0,0,NC_008253,YP_671320.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,0,0,
,,Chelativorans sp. BNC1,0,0,NC_008254,YP_674451.1,TG_Fam7,TG_Fam7,0,246.2,1,193,0,0,0,
,,Chelativorans sp. BNC1,0,0,NC_008254,YP_674455.1,DUF3356,DUF3356,2.70E-21,83.6,4,103,0,0,0,
,,Cytophaga hutchinsonii ATCC 33406,0,0,NC_008255,YP_677743.1,TG_Fam3,TG_Fam3,0.24,19.5,6,95,0,1,1,
,,Cytophaga hutchinsonii ATCC 33406,0,0,NC_008255,YP_679591.1,TG_Fam5,TG_Fam5,5.7,15.3,293,398,1,0,1,
,,Cytophaga hutchinsonii ATCC 33406,0,0,NC_008255,YP_679591.1,TG_Fam5,TG_Fam5,5.7,15.3,436,471,0,0,0,
,,Cytophaga hutchinsonii ATCC 33406,0,0,NC_008255,YP_680312.1,DUF3647,DUF3647,5.8,15.5,201,259,0,0,0,
,,Cytophaga hutchinsonii ATCC 33406,0,0,NC_008255,YP_680357.1,U_Phage_TAC_14,U_Phage_TAC_14,4.4,15.7,18,85,0,1,1,
,,Roseobacter denitrificans OCh 114,0,0,NC_008209,YP_683223.1,DUF2376,DUF2376,0,61.6,17,59,1,0,1,
,,Roseobacter denitrificans OCh 114,0,0,NC_008209,YP_683223.1,TIGR02216,TIGR02216,0,60.7,3,60,0,0,0,
,,Roseobacter denitrificans OCh 114,0,0,NC_008209,YP_683224.1,DUF3356,DUF3356,1.10E-20,81.7,1,85,0,0,0,
,,Roseobacter denitrificans OCh 114,0,0,NC_008209,YP_683825.1,DUF2376,DUF2376,6.4,15.4,156,188,0,0,0,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_687828.1,FluMu_gp41,FluMu_gp41,0,64.2,3,87,0,1,1,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_688787.1,DUF3356,DUF3356,2.8,16.2,176,267,1,0,1,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_688787.1,DUF3356,DUF3356,2.8,16.2,466,520,0,1,1,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_689341.1,Phage_lambd_GpG,Phage_lambd_GpG,2.80E-45,161.8,1,124,1,0,1,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_689341.1,TIGR01674,TIGR01674,0,182.8,1,128,0,1,1,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_690119.1,Phage_lambd_GpG,Phage_lambd_GpG,2.80E-45,161.8,1,124,1,0,1,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_690119.1,TIGR01674,TIGR01674,0,182.8,1,128,0,1,1,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_690703.1,TG_Fam1,TG_Fam1,6.8,15.2,7,24,1,0,1,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_690703.1,TG_Fam1,TG_Fam1,6.8,15.2,29,45,0,0,0,
,,Shigella flexneri 5 str. 8401,0,0,NC_008258,YP_691217.1,Phage_Gp14,Phage_Gp14,5.5,15.3,137,251,0,0,0,
,,Clostridium perfringens ATCC 13124,0,0,NC_008261,YP_694796.1,TG_Fam5,TG_Fam5,5.8,15.3,160,212,0,0,0,
,,Clostridium perfringens ATCC 13124,0,0,NC_008261,YP_694979.1,DUF1789,DUF1789,2.8,16.5,2,78,0,0,0,
,,Clostridium perfringens ATCC 13124,0,0,NC_008261,YP_696895.1,TG_Fam5,TG_Fam5,5.3,15.4,19,90,0,0,0,
,,Clostridium perfringens SM101,0,0,NC_008262,YP_699491.1,TG_Fam5,TG_Fam5,1.3,17.3,19,90,0,1,1,
,,Rhodococcus jostii RHA1,0,0,NC_008268,YP_700442.1,FluMu_gp41,FluMu_gp41,9.7,14.6,41,82,1,0,1,
,,Rhodococcus jostii RHA1,0,0,NC_008268,YP_700442.1,FluMu_gp41,FluMu_gp41,9.7,14.6,259,323,0,1,1,
,,Rhodococcus jostii RHA1,0,0,NC_008268,YP_706380.1,TG_Fam1,TG_Fam1,5.9,15.4,45,84,1,0,1,
,,Rhodococcus jostii RHA1,0,0,NC_008268,YP_706380.1,TG_Fam1,TG_Fam1,5.9,15.4,192,260,0,0,0,
,,Borrelia afzelii PKo,0,0,NC_008277,YP_709685.1,TG_Fam5,TG_Fam5,2.4,16.5,1,79,0,0,0,
,,Bacillus phage SPP1,Bacillus subtilis,pos,NC_004166,YP_710299.1,DUF3647,DUF3647,1.10E-24,95.2,9,127,0,0,0,
,,Haemophilus somnus 129PT,0,0,NC_008309,YP_718635.1,TG_Fam4,TG_Fam4,1.6,17.3,36,114,0,0,0,
,,Haemophilus somnus 129PT,0,0,NC_008309,YP_719377.1,TG_Fam1,TG_Fam1,9.4,14.8,18,34,0,0,0,
,,Haemophilus somnus 129PT,0,0,NC_008309,YP_719732.1,TH_Fam3,TH_Fam3,0.44,18.5,136,264,0,1,1,
,,Trichodesmium erythraeum IMS101,0,0,NC_008312,YP_723024.1,Phage_lambd_GpG,Phage_lambd_GpG,0.00000013,39.8,177,258,1,1,1,
,,Trichodesmium erythraeum IMS101,0,0,NC_008312,YP_723024.1,Phage_lambd_GpG,Phage_lambd_GpG,0.00000013,39.8,296,386,1,1,1,
,,Trichodesmium erythraeum IMS101,0,0,NC_008312,YP_723024.1,Phage_lambd_GpG,Phage_lambd_GpG,0.00000013,39.8,415,501,1,1,1,
,,Trichodesmium erythraeum IMS101,0,0,NC_008312,YP_723024.1,Phage_lambd_GpG,Phage_lambd_GpG,0.00000013,39.8,534,627,1,1,1,
,,Trichodesmium erythraeum IMS101,0,0,NC_008312,YP_723024.1,Phage_lambd_GpG,Phage_lambd_GpG,0.00000013,39.8,653,746,1,1,1,
,,Trichodesmium erythraeum IMS101,0,0,NC_008312,YP_723024.1,Phage_lambd_GpG,Phage_lambd_GpG,0.00000013,39.8,772,860,1,1,1,
,,Trichodesmium erythraeum IMS101,0,0,NC_008312,YP_723024.1,Phage_lambd_GpG,Phage_lambd_GpG,0.00000013,39.8,891,974,1,0,1,
,,Trichodesmium erythraeum IMS101,0,0,NC_008312,YP_723024.1,Phage_lambd_GpG,Phage_lambd_GpG,0.00000013,39.8,1010,1096,0,0,0,
,,Shewanella sp. MR-4,0,0,NC_008321,YP_734083.1,TG_Fam1,TG_Fam1,3.2,16.3,7,25,0,0,0,
,,Shewanella sp. MR-7,0,0,NC_008322,YP_736792.1,DUF2765,DUF2765,3.40E-28,105.8,5,88,0,0,0,
,,Shewanella sp. MR-7,0,0,NC_008322,YP_737849.1,DUF2669,DUF2669,7.8,14.7,2,106,0,0,0,
,,Shewanella sp. MR-7,0,0,NC_008322,YP_738069.1,TG_Fam1,TG_Fam1,3.2,16.3,7,25,0,0,0,
,,Alkalilimnicola ehrlichii MLHE-1,0,0,NC_008340,YP_742331.1,FluMu_gp41,FluMu_gp41,1.8,16.9,1,51,0,1,1,
,,Alkalilimnicola ehrlichii MLHE-1,0,0,NC_008340,YP_742592.1,TG_Fam1,TG_Fam1,0,59.4,88,112,1,0,1,
,,Alkalilimnicola ehrlichii MLHE-1,0,0,NC_008340,YP_742592.1,TG_Fam1,TG_Fam1,0,59.4,149,217,0,0,0,
,,Granulibacter bethesdensis CGDNIH1,0,0,NC_008343,YP_745393.1,U_TG_Cr,U_TG_Cr,0.036,21.8,9,157,0,0,0,
,,Nitrosomonas eutropha C91,0,0,NC_008344,YP_746395.1,TG_Fam1,TG_Fam1,5.6,15.5,5,30,0,0,0,
,,Nitrosomonas eutropha C91,0,0,NC_008344,YP_747673.1,U_Phage_TAC_13,U_Phage_TAC_13,6.60E-32,118.1,6,109,0,0,0,
,,Shewanella frigidimarina NCIMB 400,0,0,NC_008345,YP_750713.1,TG_Fam1,TG_Fam1,1.2,17.7,4,25,0,0,0,
,,Syntrophomonas wolfei subsp. wolfei str. Goettingen,0,0,NC_008346,YP_752959.1,TG_Fam1,TG_Fam1,2.6,16.6,57,78,0,0,0,
,,Syntrophomonas wolfei subsp. wolfei str. Goettingen,0,0,NC_008346,YP_753747.1,TG_Fam8,TG_Fam8,3.3,15.5,22,102,0,1,1,
,,Syntrophomonas wolfei subsp. wolfei str. Goettingen,0,0,NC_008346,YP_754515.1,TG_Fam1,TG_Fam1,2.6,16.6,12,43,1,0,1,
,,Syntrophomonas wolfei subsp. wolfei str. Goettingen,0,0,NC_008346,YP_754515.1,TG_Fam1,TG_Fam1,2.6,16.6,45,62,0,0,0,
,,Maricaulis maris MCS10,0,0,NC_008347,YP_756158.1,DUF3356,DUF3356,0.00017,29.7,5,83,0,1,1,
,,Maricaulis maris MCS10,0,0,NC_008347,YP_756159.1,DUF2376,DUF2376,0,55.4,13,54,1,0,1,
,,Maricaulis maris MCS10,0,0,NC_008347,YP_756159.1,TIGR02216,TIGR02216,0.00000000012,49.5,1,55,0,0,0,
,,Hyphomonas neptunium ATCC 15444,0,0,NC_008358,YP_758769.1,TIGR01674,TIGR01674,7.2,14.7,109,198,0,0,0,
,,Hyphomonas neptunium ATCC 15444,0,0,NC_008358,YP_761239.1,DUF3647,DUF3647,2.5,16.7,38,122,0,1,1,
,,Rhizobium leguminosarum bv. viciae 3841,0,0,NC_008380,YP_766693.1,TG_Fam1,TG_Fam1,0.13,20.8,16,76,1,0,1,
,,Rhizobium leguminosarum bv. viciae 3841,0,0,NC_008380,YP_766693.1,TG_Fam1,TG_Fam1,0.13,20.8,96,122,0,1,1,
