,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,,31
,,Staphylococcus phage Twort,Staphylococcus aureus,pos,NC_007021,YP_238555.1,TT_Fam21,TT_Fam21,0,187.2,1,120,0,0,0,
,,Aeromonas phage 31,Aeromonas salmonicida,neg,NC_007022,YP_238861.1,Phage_T4_gp19,Phage_T4_gp19,0.0000000019,45.7,8,162,0,0,0,
,,Aeromonas phage 31,Aeromonas salmonicida,neg,NC_007022,YP_238882.1,Phage_T4_gp19,Phage_T4_gp19,0.000000013,43,17,162,0,0,0,
,,Aeromonas phage 31,Aeromonas salmonicida,neg,NC_007022,YP_238912.1,Phage_T4_gp19,Phage_T4_gp19,0.00000033,38.5,120,249,0,0,0,
,,Enterobacteria phage RB43,Enterobacteriaceae,neg,NC_007023,YP_239082.1,Phage_T4_gp19,Phage_T4_gp19,0.00000011,40.1,131,255,0,0,0,
,,Enterobacteria phage RB43,Enterobacteriaceae,neg,NC_007023,YP_239175.1,Phage_T4_gp19,Phage_T4_gp19,0.000000035,41.6,12,162,0,0,0,
,,Enterobacteria phage RB43,Enterobacteriaceae,neg,NC_007023,YP_239197.1,Phage_T4_gp19,Phage_T4_gp19,0,51.5,16,161,0,1,1,
,,Staphylococcus phage 187,0,pos,NC_007047,YP_239499.1,Phage_tail_2,Phage_tail_2,1.90E-21,85,3,140,1,0,1,
,,Staphylococcus phage 187,0,pos,NC_007047,YP_239499.1,TIGR02126,TIGR02126,0,58.1,1,136,0,1,1,
,,Staphylococcus phage 69,Staphylococcus aureus,pos,NC_007048,YP_239576.1,Phage_tail_2,Phage_tail_2,6.70E-22,86.5,4,141,1,0,1,
,,Staphylococcus phage 69,Staphylococcus aureus,pos,NC_007048,YP_239576.1,TIGR02126,TIGR02126,0,52.7,3,137,0,1,1,
,,Staphylococcus phage 53,Staphylococcus aureus,pos,NC_007049,YP_239653.1,Phage_tail_2,Phage_tail_2,7.20E-22,86.4,4,141,1,0,1,
,,Staphylococcus phage 53,Staphylococcus aureus,pos,NC_007049,YP_239653.1,TIGR02126,TIGR02126,0,52.8,3,137,0,1,1,
,,Staphylococcus phage 85,Staphylococcus aureus,pos,NC_007050,YP_239731.1,Phage_tail_2,Phage_tail_2,7.50E-22,86.3,4,141,1,0,1,
,,Staphylococcus phage 85,Staphylococcus aureus,pos,NC_007050,YP_239731.1,TIGR02126,TIGR02126,0,52.8,3,137,0,1,1,
,,Staphylococcus phage 2638A,Staphylococcus aureus,pos,NC_007051,YP_239807.1,TIGR01603,TIGR01603,6.87E-44,158.1,9,194,1,0,1,
,,Staphylococcus phage 2638A,Staphylococcus aureus,pos,NC_007051,YP_239807.1,TT_Fam1,TT_Fam1,0.021,22.4,190,293,0,1,1,
,,Staphylococcus phage 42E,Staphylococcus aureus,pos,NC_007052,YP_239866.1,Phage_tail,Phage_tail,0,53,27,202,1,0,1,
,,Staphylococcus phage 42E,Staphylococcus aureus,pos,NC_007052,YP_239866.1,TIGR01603,TIGR01603,1.30E-18,75.7,7,199,0,1,1,
,,Staphylococcus phage 3A,Staphylococcus aureus,pos,NC_007053,YP_239944.1,Phage_tail,Phage_tail,0,51.6,27,202,1,0,1,
,,Staphylococcus phage 3A,Staphylococcus aureus,pos,NC_007053,YP_239944.1,TIGR01603,TIGR01603,3.30E-18,74.4,7,199,0,1,1,
,,Staphylococcus phage 47,Staphylococcus aureus,pos,NC_007054,YP_240012.1,Phage_tail,Phage_tail,0,53,27,202,1,0,1,
,,Staphylococcus phage 47,Staphylococcus aureus,pos,NC_007054,YP_240012.1,TIGR01603,TIGR01603,1.30E-18,75.7,7,199,0,1,1,
,,Staphylococcus phage 37,Staphylococcus aureus,pos,NC_007055,YP_240085.1,Phage_tail_2,Phage_tail_2,0.032,22.8,13,134,1,0,1,
,,Staphylococcus phage 37,Staphylococcus aureus,pos,NC_007055,YP_240085.1,TIGR02126,TIGR02126,0.00000027,39,10,130,0,1,1,
,,Staphylococcus phage EW,Staphylococcus aureus,pos,NC_007056,YP_240163.1,Phage_tail_2,Phage_tail_2,0.00046,28.7,6,134,1,0,1,
,,Staphylococcus phage EW,Staphylococcus aureus,pos,NC_007056,YP_240163.1,TIGR02126,TIGR02126,0.00000016,39.8,4,131,0,0,0,
,,Staphylococcus phage 96,Staphylococcus aureus,pos,NC_007057,YP_240241.1,TIGR02126,TIGR02126,0.89,17.9,5,133,0,0,0,
,,Staphylococcus phage 71,Staphylococcus aureus,pos,NC_007059,YP_240392.1,TIGR02126,TIGR02126,0.096,21,8,136,0,0,0,
,,Staphylococcus phage 55,Staphylococcus aureus,pos,NC_007060,YP_240466.1,TIGR02126,TIGR02126,0.096,21,8,136,0,0,0,
,,Staphylococcus phage 29,Staphylococcus aureus,pos,NC_007061,YP_240543.1,TIGR02126,TIGR02126,0.096,21,8,136,0,0,0,
,,Staphylococcus phage 52A,Staphylococcus aureus,pos,NC_007062,YP_240618.1,TIGR02126,TIGR02126,0.096,21,8,136,0,0,0,
,,Staphylococcus phage 88,Staphylococcus aureus,pos,NC_007063,YP_240683.1,TIGR02126,TIGR02126,0.096,21,8,136,0,0,0,
,,Staphylococcus phage 92,Staphylococcus aureus,pos,NC_007064,YP_240756.1,TIGR02126,TIGR02126,0.096,21,8,136,0,0,0,
,,Staphylococcus phage X2,Staphylococcus aureus,pos,NC_007065,YP_240830.1,TIGR02126,TIGR02126,0.056,21.8,8,136,0,0,0,
,,Staphylococcus phage G1,Staphylococcus aureus,pos,NC_007066,YP_240911.1,TT_Fam21,TT_Fam21,0,216.2,1,138,0,0,0,
,,Staphylococcus phage G1,Staphylococcus aureus,pos,NC_007066,YP_240966.1,TT_Fam1,TT_Fam1,0.00042,28,38,149,0,1,1,
,,Haemophilus influenzae 86-028NP,0,0,NC_007146,YP_249007.1,DUF3277,DUF3277,0.0011,26.9,3,138,1,1,1,
,,Haemophilus influenzae 86-028NP,0,0,NC_007146,YP_249007.1,TT_Fam13,TT_Fam13,0.00057,27.6,1,136,1,0,1,
,,Haemophilus influenzae 86-028NP,0,0,NC_007146,YP_249007.1,TT_Fam10,TT_Fam10,0,59.4,1,137,0,0,0,
,,Staphylococcus haemolyticus JCSC1435,0,0,NC_007168,YP_253682.1,TIGR01603,TIGR01603,1.79E-43,156.8,9,198,0,1,1,
,,Staphylococcus haemolyticus JCSC1435,0,0,NC_007168,YP_254263.1,Phage_tail_2,Phage_tail_2,0.012,24.1,4,134,1,0,1,
,,Staphylococcus haemolyticus JCSC1435,0,0,NC_007168,YP_254263.1,TIGR02126,TIGR02126,0.0039,25.6,4,131,0,0,0,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_258348.1,Tail_tube,Tail_tube,1.20E-36,133.5,1,115,0,0,0,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_259129.2,Phage_tube,Phage_tube,0,229.7,3,169,0,1,1,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_260856.1,CF-HK97,CF-HK97,0,234.5,51,215,1,0,1,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_260856.1,TT_Fam4,TT_Fam4,0.000084,30.7,4,205,0,0,0,
,,Psychrobacter arcticus 273-4,0,0,NC_007204,YP_263753.1,Phage_tail_2,Phage_tail_2,0.24,19.9,10,138,0,0,0,
,,Psychrobacter arcticus 273-4,0,0,NC_007204,YP_264298.1,TT_Fam3,TT_Fam3,1.50E-23,92.2,6,234,0,1,1,
,,Psychrobacter arcticus 273-4,0,0,NC_007204,YP_264557.1,Tail_tube,Tail_tube,0.024,22.8,549,624,1,0,1,
,,Psychrobacter arcticus 273-4,0,0,NC_007204,YP_264557.1,Tail_tube,Tail_tube,0.024,22.8,874,962,0,1,1,
,,Psychrobacter arcticus 273-4,0,0,NC_007204,YP_265063.1,TT_Fam5,TT_Fam5,6.8,15.4,333,393,1,0,1,
,,Psychrobacter arcticus 273-4,0,0,NC_007204,YP_265063.1,TT_Fam5,TT_Fam5,6.8,15.4,461,543,0,0,0,
,,Candidatus Pelagibacter ubique HTCC1062,0,0,NC_007205,YP_265595.1,TT_Fam5,TT_Fam5,0.57,18.8,39,117,0,0,0,
,,Colwellia psychrerythraea 34H,0,0,NC_003910,YP_270246.1,DUF2597,DUF2597,9.9,14.5,215,272,0,0,0,
,,Pseudomonas syringae pv. phaseolicola 1448A,0,0,NC_005773,YP_272958.1,Tail_tube,Tail_tube,1.60E-36,133,1,114,0,0,0,
,,Pseudomonas syringae pv. phaseolicola 1448A,0,0,NC_005773,YP_277049.1,DUF2597,DUF2597,0,209.5,8,141,0,1,1,
,,Enterobacteria phage JK06,Escherichia coli O157:H7,neg,NC_007291,YP_277457.1,CF-HK97,CF-HK97,0,238.7,52,216,1,0,1,
,,Enterobacteria phage JK06,Escherichia coli O157:H7,neg,NC_007291,YP_277457.1,TT_Fam4,TT_Fam4,0.016,23.2,3,216,0,1,1,
,,Streptococcus pyogenes MGAS6180,0,0,NC_007296,YP_280451.1,Phage_tail_2,Phage_tail_2,7.20E-18,73.4,28,186,1,0,1,
,,Streptococcus pyogenes MGAS6180,0,0,NC_007296,YP_280451.1,TIGR02126,TIGR02126,9.50E-18,72.9,26,182,0,0,0,
,,Streptococcus pyogenes MGAS6180,0,0,NC_007296,YP_280704.1,TT_Fam7,TT_Fam7,0,172.5,1,151,0,0,0,
,,Streptococcus pyogenes MGAS6180,0,0,NC_007296,YP_280791.1,TT_Fam23,TT_Fam23,8.6,14.5,104,202,0,1,1,
,,Streptococcus pyogenes MGAS5005,0,0,NC_007297,YP_282375.1,Phage_tail_2,Phage_tail_2,1.60E-29,111.1,19,151,1,0,1,
,,Streptococcus pyogenes MGAS5005,0,0,NC_007297,YP_282375.1,TIGR02126,TIGR02126,2.00E-38,139.8,17,147,0,1,1,
,,Streptococcus pyogenes MGAS5005,0,0,NC_007297,YP_282544.1,TT_Fam6,TT_Fam6,4.20E-23,90.6,1,176,1,0,1,
,,Streptococcus pyogenes MGAS5005,0,0,NC_007297,YP_282544.1,TT_Fam8,TT_Fam8,0.00012,30,1,151,0,1,1,
,,Streptococcus pyogenes MGAS5005,0,0,NC_007297,YP_282792.1,Phage_tail_2,Phage_tail_2,1.50E-31,117.7,17,165,1,0,1,
,,Streptococcus pyogenes MGAS5005,0,0,NC_007297,YP_282792.1,TIGR02126,TIGR02126,0,166.5,15,161,0,0,0,
,,Dechloromonas aromatica RCB,0,0,NC_007298,YP_286811.1,Phage_T4_gp19,Phage_T4_gp19,5.00E-42,151.2,8,143,0,0,0,
,,Dechloromonas aromatica RCB,0,0,NC_007298,YP_286812.1,Phage_T4_gp19,Phage_T4_gp19,5.32E-44,157.6,10,142,0,0,0,
,,Burkholderia phage phi52237,Burkholderia pseudomallei,neg,NC_007145,YP_293728.1,Phage_tube,Phage_tube,0,216,2,169,0,1,1,
,,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,0,0,NC_007350,YP_300250.1,TT_Fam9,TT_Fam9,1.1,17.7,26,87,1,0,1,
,,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,0,0,NC_007350,YP_300250.1,TT_Fam9,TT_Fam9,1.1,17.7,81,176,0,0,0,
,,Ehrlichia canis str. Jake,0,0,NC_007354,YP_303021.1,Phage_tail_2,Phage_tail_2,0.014,23.9,21,126,0,1,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_311296.1,Phage_tail_2,Phage_tail_2,2.7,16.5,46,165,1,1,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_311296.1,Phage_tail_2,Phage_tail_2,2.7,16.5,149,246,1,1,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_311296.1,CF-HK97,CF-HK97,0.0042,25,6,154,1,1,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_311296.1,CF-HK97,CF-HK97,0.0042,25,192,245,1,0,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_311296.1,TT_Fam1,TT_Fam1,0,347.9,1,246,0,0,0,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_311579.1,Tail_tube,Tail_tube,5.20E-40,144.3,1,118,0,1,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_317417.1,TT_Fam9,TT_Fam9,0.01,24.3,177,309,1,0,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_317417.1,TT_Fam5,TT_Fam5,0.00000024,39.4,194,308,0,1,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_317788.1,Phage_tail_2,Phage_tail_2,2.50E-36,133.2,3,132,1,0,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_317788.1,TIGR02126,TIGR02126,5.50E-34,125.4,1,128,0,1,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_319431.1,TT_Fam9,TT_Fam9,0.00011,30.7,227,354,1,0,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_319431.1,TT_Fam5,TT_Fam5,0.00000045,38.5,242,356,0,1,1,
,,Anabaena variabilis ATCC 29413,0,0,NC_007413,YP_325423.1,TT_Fam10,TT_Fam10,5.6,15.2,72,113,1,0,1,
,,Anabaena variabilis ATCC 29413,0,0,NC_007413,YP_325423.1,TT_Fam10,TT_Fam10,5.6,15.2,110,195,0,1,1,
,,Streptococcus agalactiae A909,0,0,NC_007432,YP_329274.1,TT_Fam6,TT_Fam6,4.10E-24,93.9,1,175,1,1,1,
,,Streptococcus agalactiae A909,0,0,NC_007432,YP_329274.1,TT_Fam8,TT_Fam8,0.000000013,43,1,184,1,0,1,
,,Streptococcus agalactiae A909,0,0,NC_007432,YP_329274.1,TT_Fam18,TT_Fam18,0.07,21.2,46,183,0,0,0,
,,Streptococcus agalactiae A909,0,0,NC_007432,YP_329380.1,TIGR01603,TIGR01603,3.60E-24,93.8,6,189,0,1,1,
,,Bacillus phage Cherry,Bacillus anthracis str. Vollum,pos,NC_007457,YP_338142.1,Phage_tail,Phage_tail,4.2,14.9,21,192,1,0,1,
,,Bacillus phage Cherry,Bacillus anthracis str. Vollum,pos,NC_007457,YP_338142.1,TIGR01603,TIGR01603,4.70E-35,129.3,9,196,0,1,1,
,,Bacillus phage Gamma,Bacillus cereus,pos,NC_007458,YP_338193.1,Phage_tail,Phage_tail,4.2,14.9,21,192,1,0,1,
,,Bacillus phage Gamma,Bacillus cereus,pos,NC_007458,YP_338193.1,TIGR01603,TIGR01603,4.70E-35,129.3,9,196,0,0,0,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_343148.1,TT_Fam7,TT_Fam7,4.2,15.6,240,292,0,0,0,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_343869.1,Phage_T4_gp19,Phage_T4_gp19,5.61E-45,160.8,11,144,0,0,0,
,,Pseudomonas fluorescens Pf0-1,0,0,NC_007492,YP_346878.1,Phage_tube,Phage_tube,4.70E-35,129,3,166,0,0,0,
,,Pseudomonas fluorescens Pf0-1,0,0,NC_007492,YP_346887.1,Tail_tube,Tail_tube,6.40E-37,134.3,1,115,0,0,0,
,,Pseudomonas fluorescens Pf0-1,0,0,NC_007492,YP_349269.1,TT_Fam14,TT_Fam14,0.67,17.4,4,115,0,0,0,
,,Pseudomonas fluorescens Pf0-1,0,0,NC_007492,YP_351327.1,TT_Fam23,TT_Fam23,6.4,14.9,2,76,0,1,1,
,,Burkholderia phage Bcep176,Burkholderia cepacia,neg,NC_007497,YP_355406.1,Phage_tail_2,Phage_tail_2,3.8,16.1,27,145,1,1,1,
,,Burkholderia phage Bcep176,Burkholderia cepacia,neg,NC_007497,YP_355406.1,TT_Fam2,TT_Fam2,0,215.2,2,151,1,1,1,
,,Burkholderia phage Bcep176,Burkholderia cepacia,neg,NC_007497,YP_355406.1,TT_Fam4,TT_Fam4,0.00000000023,48.9,3,38,1,0,1,
,,Burkholderia phage Bcep176,Burkholderia cepacia,neg,NC_007497,YP_355406.1,TT_Fam4,TT_Fam4,0.00000000023,48.9,30,146,0,1,1,
,,Lactobacillus phage Lc-Nu,Lactobacillus rhamnosus,pos,NC_007501,YP_358769.1,Phage_tail,Phage_tail,0,276.1,1,199,1,0,1,
,,Lactobacillus phage Lc-Nu,Lactobacillus rhamnosus,pos,NC_007501,YP_358769.1,TIGR01603,TIGR01603,0.17,19.8,21,195,0,0,0,
,,Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_360199.1,TT_Fam19,TT_Fam19,8.6,14,196,302,0,1,1,
,,Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_360485.1,Phage_tail_2,Phage_tail_2,1.10E-31,118.1,2,134,1,0,1,
,,Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_360485.1,TIGR02126,TIGR02126,0.00000000062,47.6,1,130,0,0,0,
,,Synechococcus sp. CC9902,0,0,NC_007513,YP_376961.1,DUF2001,DUF2001,3.9,15.6,5,75,0,0,0,
,,Synechococcus sp. CC9605,0,0,NC_007516,YP_381364.1,DUF2001,DUF2001,3,16,13,83,0,0,0,
,,Desulfovibrio alaskensis G20,0,0,NC_007519,YP_387428.1,Phage_T4_gp19,Phage_T4_gp19,6.80E-23,89.2,12,153,0,0,0,
,,Desulfovibrio alaskensis G20,0,0,NC_007519,YP_388380.1,Phage_T4_gp19,Phage_T4_gp19,6.80E-23,89.2,12,153,0,0,0,
,,Thiomicrospira crunogena XCL-2,0,0,NC_007520,YP_390966.1,Phage_tube,Phage_tube,1.30E-18,75.5,6,167,0,1,1,
,,Enterobacteria phage RTP,Escherichia coli,neg,NC_007603,YP_398977.1,CF-HK97,CF-HK97,0,226.2,52,216,1,0,1,
,,Enterobacteria phage RTP,Escherichia coli,neg,NC_007603,YP_398977.1,TT_Fam4,TT_Fam4,0.0059,24.7,3,207,0,0,0,
,,Synechococcus elongatus PCC 7942,0,0,NC_007604,YP_399767.1,Phage_tube,Phage_tube,0,226.1,1,167,0,0,0,
,,Shigella boydii Sb227,0,0,NC_007613,YP_407276.1,Phage_tube,Phage_tube,0,221.4,2,171,0,1,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_407669.1,TT_Fam2,TT_Fam2,4.3,15.5,3,44,1,0,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_407669.1,TT_Fam2,TT_Fam2,4.3,15.5,84,134,0,0,0,
,,Shigella boydii Sb227,0,0,NC_007613,YP_407838.1,Phage_tube,Phage_tube,5.20E-18,73.5,2,90,0,1,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_408070.1,Phage_tail_2,Phage_tail_2,0.33,19.5,13,150,1,1,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_408070.1,CF-HK97,CF-HK97,0.023,22.6,11,154,1,1,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_408070.1,TT_Fam2,TT_Fam2,0.095,20.9,7,126,1,1,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_408070.1,TT_Fam2,TT_Fam2,0.095,20.9,116,156,1,0,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_408070.1,TT_Fam1,TT_Fam1,0,319.1,1,246,0,1,1,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_415524.1,TT_Fam16,TT_Fam16,3.1,16.1,335,383,1,0,1,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_415524.1,TT_Fam16,TT_Fam16,3.1,16.1,717,802,0,1,1,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_417178.1,Phage_tail_2,Phage_tail_2,2.40E-22,87.9,4,141,1,0,1,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_417178.1,TIGR02126,TIGR02126,0,56.7,3,137,0,1,1,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_417543.1,Tail_tube,Tail_tube,3,16,4,48,1,0,1,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_417543.1,Tail_tube,Tail_tube,3,16,69,134,0,0,0,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_419745.1,TT_Fam5,TT_Fam5,0.00000000021,49.2,199,314,0,0,0,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_420541.1,TT_Fam5,TT_Fam5,0.00000000021,49.2,199,314,0,0,0,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_421248.1,Phage_T4_gp19,Phage_T4_gp19,2.70E-33,122.9,9,144,0,0,0,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_421251.1,Phage_T4_gp19,Phage_T4_gp19,0,65.6,1,68,0,0,0,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_431724.1,DUF2597,DUF2597,0,196.2,9,142,0,0,0,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_434102.1,TT_Fam3,TT_Fam3,3.10E-25,97.6,3,227,0,1,1,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_435673.1,Phage_tail_2,Phage_tail_2,1,17.9,37,135,1,1,1,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_435673.1,CF-HK97,CF-HK97,5.5,14.9,23,138,1,1,1,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_435673.1,TT_Fam7,TT_Fam7,0.015,23.6,6,138,1,1,1,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_435673.1,TT_Fam2,TT_Fam2,0.0000032,35.5,1,114,1,0,1,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_435673.1,TT_Fam4,TT_Fam4,0.0000000084,43.8,2,137,0,0,0,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_436743.1,TT_Fam3,TT_Fam3,1.54E-44,160.9,1,230,0,0,0,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_437822.1,DUF2597,DUF2597,0,196.2,9,142,0,0,0,
,,Xanthomonas oryzae pv. oryzae MAFF 311018,0,0,NC_007705,YP_450618.1,Phage_tube,Phage_tube,0,243,2,169,0,0,0,
,,Xanthomonas phage OP1,Xanthomonas oryzae,neg,NC_007709,YP_453570.1,CF-HK97,CF-HK97,0,175,50,210,0,0,0,
,,Xanthomonas phage OP2,Xanthomonas oryzae,neg,NC_007710,YP_453618.1,TT_Fam13,TT_Fam13,4.40E-41,148.1,1,144,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_453925.1,DUF2597,DUF2597,6.73E-44,157.5,53,182,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454150.1,Phage_tube,Phage_tube,2.60E-23,90.8,2,103,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454398.1,Tail_tube,Tail_tube,7.30E-40,143.8,3,122,0,1,1,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454437.1,TT_Fam12,TT_Fam12,2,16.3,2,142,1,0,1,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454437.1,TT_Fam13,TT_Fam13,1.00E-20,82.1,1,144,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454525.1,TT_Fam3,TT_Fam3,1.6,16.8,82,203,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454526.1,Phage_tube,Phage_tube,0,186.2,5,173,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454694.1,Phage_tube,Phage_tube,2.60E-23,90.8,2,103,0,1,1,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_455072.1,DUF3277,DUF3277,0,269.9,1,146,1,1,1,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_455072.1,TT_Fam13,TT_Fam13,1.1,17,1,96,1,0,1,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_455072.1,TT_Fam10,TT_Fam10,0.0002,29.6,24,141,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_455248.1,Phage_tube,Phage_tube,0,184.9,2,169,0,1,1,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_455339.1,DUF3277,DUF3277,0,254.3,1,146,1,1,1,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_455339.1,TT_Fam13,TT_Fam13,0.37,18.5,1,96,1,0,1,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_455339.1,TT_Fam10,TT_Fam10,0.000079,30.9,18,141,0,0,0,
,,Erythrobacter litoralis HTCC2594,0,0,NC_007722,YP_458747.1,Phage_T4_gp19,Phage_T4_gp19,7.70E-28,105.2,10,148,0,0,0,
,,Erythrobacter litoralis HTCC2594,0,0,NC_007722,YP_458749.1,Phage_T4_gp19,Phage_T4_gp19,3.40E-33,122.6,9,147,0,1,1,
,,Erythrobacter litoralis HTCC2594,0,0,NC_007722,YP_459688.1,Phage_tail_2,Phage_tail_2,4.60E-28,106.4,3,134,1,0,1,
,,Erythrobacter litoralis HTCC2594,0,0,NC_007722,YP_459688.1,TIGR02126,TIGR02126,0.000000051,41.4,1,130,0,1,1,
,,Bacillus phage WBeta,Bacillus anthracis,pos,NC_007734,YP_459974.1,Phage_tail,Phage_tail,4.2,14.9,21,192,1,0,1,
,,Bacillus phage WBeta,Bacillus anthracis,pos,NC_007734,YP_459974.1,TIGR01603,TIGR01603,4.70E-35,129.3,9,196,0,0,0,
,,Syntrophus aciditrophicus SB,0,0,NC_007759,YP_460602.1,TT_Fam17,TT_Fam17,0,50.4,1,118,0,1,1,
,,Anaeromyxobacter dehalogenans 2CP-C,0,0,NC_007760,YP_464627.1,TT_Fam23,TT_Fam23,1.6,16.8,231,296,1,0,1,
,,Anaeromyxobacter dehalogenans 2CP-C,0,0,NC_007760,YP_464627.1,TT_Fam23,TT_Fam23,1.6,16.8,368,440,0,1,1,
,,Frankia sp. CcI3,0,0,NC_007777,YP_482652.1,TT_Fam15,TT_Fam15,2.6,16.2,72,157,1,0,1,
,,Frankia sp. CcI3,0,0,NC_007777,YP_482652.1,TT_Fam15,TT_Fam15,2.6,16.2,167,212,0,1,1,
,,Rhodopseudomonas palustris HaA2,0,0,NC_007778,YP_487072.1,Phage_tail_2,Phage_tail_2,2.60E-35,129.9,3,132,1,0,1,
,,Rhodopseudomonas palustris HaA2,0,0,NC_007778,YP_487072.1,TIGR02126,TIGR02126,1.20E-33,124.3,1,128,0,1,1,
,,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_492728.1,TT_Fam16,TT_Fam16,3.1,16.1,335,383,1,0,1,
,,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_492728.1,TT_Fam16,TT_Fam16,3.1,16.1,717,802,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_494093.1,TT_Fam1,TT_Fam1,2.2,15.8,47,151,0,1,1,
,,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_494094.1,Phage_tail,Phage_tail,0,53,27,202,1,0,1,
,,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_494094.1,TIGR01603,TIGR01603,1.30E-18,75.7,7,199,0,0,0,
