Species,Host,GC,Gstain,Prot RefSeq,Hmm ID,Name,E value,Score,Start,Stop,Duplicate,DD,
Lactococcus lactis subsp. lactis IO-1,0,0,NC_020450,YP_007508894.1,TH_Fam11,TH_Fam11,2.90E-15,64.3,28,121,0,1,1
Pelagibacter phage HTVC019P,Candidatus Pelagibacter ubique HTCC1062,neg,NC_020483,YP_007517865.1,U_RealTestIII,U_RealTestIII,0.22,18.9,26,107,1,0,1
Pelagibacter phage HTVC019P,Candidatus Pelagibacter ubique HTCC1062,neg,NC_020483,YP_007517865.1,U_RealTestIII,U_RealTestIII,0.22,18.9,332,515,0,1,1
Pelagibacter phage HTVC008M,Candidatus Pelagibacter ubique HTCC1062,neg,NC_020484,YP_007517888.1,U_TH_T4,U_TH_T4,5.20E-10,47.1,1,39,1,0,1
Pelagibacter phage HTVC008M,Candidatus Pelagibacter ubique HTCC1062,neg,NC_020484,YP_007517888.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,2.10E-13,58,1,44,0,1,1
Synechococcus phage S-RIM8 A.HR1,0,neg,NC_020486,YP_007518106.1,U_TH_T4,U_TH_T4,7.40E-11,49.7,1,37,1,0,1
Synechococcus phage S-RIM8 A.HR1,0,neg,NC_020486,YP_007518106.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,1.90E-14,61.4,1,42,0,0,0
Streptomyces davawensis JCM 4913,0,0,NC_020504,YP_007526077.1,TH_Fam1,TH_Fam1,8.20E-13,56.1,201,239,0,1,1
Corynebacterium callunae DSM 20147,0,0,NC_020506,YP_007529447.1,Phage_tail_T,Phage_tail_T,3.1,16.7,96,181,1,0,1
Corynebacterium callunae DSM 20147,0,0,NC_020506,YP_007529447.1,TIGR01715,TIGR01715,0.5,18.8,96,178,0,0,0
Ilumatobacter coccineum,0,0,NC_020520,YP_007564559.1,TH_Fam1,TH_Fam1,8.30E-12,52.9,7,45,0,0,0
Rhodanobacter sp. 2APBS1,0,0,NC_020541,YP_007588892.1,TH_Fam1,TH_Fam1,2.70E-13,57.7,207,244,0,0,0
Acinetobacter baumannii D1279779,Homo sapiens,0,NC_020547,YP_007595569.1,U_RealTestIII,U_RealTestIII,8.70E-26,99.3,5,349,0,0,0
Acinetobacter baumannii D1279779,Homo sapiens,0,NC_020547,YP_007595696.1,U_RealTestIII,U_RealTestIII,2.40E-25,97.9,5,361,0,0,0
Mycobacterium tuberculosis str. Erdman = ATCC 35801,0,0,NC_020559,YP_007609907.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,0,0
Edwardsiella tarda C07-087,0,0,NC_020796,YP_007629452.1,TH_Fam4,TH_Fam4,5.3,14.9,18,74,0,0,0
Edwardsiella tarda C07-087,0,0,NC_020796,YP_007630762.1,Phage_P2_GpE,Phage_P2_GpE,8.40E-21,81.5,1,39,0,0,0
Psychromonas sp. CNPT3,0,0,NC_020802,YP_007638808.1,TH_Fam11,TH_Fam11,9.7,14.5,38,99,0,0,0
Micavibrio aeruginosavorus EPB,0,0,NC_020812,YP_007643169.1,U_RealTestIII,U_RealTestIII,0.0068,23.8,32,464,0,0,0
Xanthomonas citri subsp. citri Aw12879,0,0,NC_020815,YP_007649144.1,Phage_P2_GpE,Phage_P2_GpE,5.90E-20,78.8,1,37,0,0,0
Xanthomonas citri subsp. citri Aw12879,0,0,NC_020815,YP_007652485.1,Phage_P2_GpE,Phage_P2_GpE,2.20E-18,73.8,105,141,0,0,0
Mannheimia haemolytica USDA-ARS-USMARC-183,Bos taurus,0,NC_020833,YP_007665674.1,DUF4035,DUF4035,3.20E-21,82.8,10,68,0,0,0
Mannheimia haemolytica USDA-ARS-USMARC-183,Bos taurus,0,NC_020833,YP_007665825.1,DUF4035,DUF4035,1.50E-21,83.8,10,68,0,0,0
Mannheimia haemolytica USDA-ARS-USMARC-183,Bos taurus,0,NC_020833,YP_007666897.1,TH_Fam2,TH_Fam2,1.2,17.2,176,262,0,0,0
Mannheimia haemolytica USDA-ARS-SAM-185,Bos taurus,0,NC_020834,YP_007668152.1,TH_Fam2,TH_Fam2,1.2,17.2,176,262,0,0,0
Mannheimia haemolytica USDA-ARS-SAM-185,Bos taurus,0,NC_020834,YP_007669224.1,DUF4035,DUF4035,2.20E-21,83.4,10,68,0,0,0
Mannheimia haemolytica USDA-ARS-SAM-185,Bos taurus,0,NC_020834,YP_007669233.1,DUF4035,DUF4035,6.60E-21,81.8,20,78,0,1,1
Synechococcus phage S-RIM2 R1_1999,,neg,NC_020859,YP_007675477.1,U_TH_T4,U_TH_T4,9.10E-12,52.7,1,37,1,0,1
Synechococcus phage S-RIM2 R1_1999,,neg,NC_020859,YP_007675477.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,5.00E-15,63.2,1,42,0,0,0
Bacillus anthracis str.  Ames Ancestor,0,0,NC_007530,YP_020412.1,TH-BCereus,TH-BCereus,0.34,19.3,1,53,0,0,0
Bacillus thuringiensis serovar konkukian str. 97-27,0,0,NC_005957,YP_039223.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,7.2,14.7,40,95,0,1,1
Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_039836.1,TH-BGamma,TH-BGamma,4.2,15.9,32,84,1,0,1
Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_039836.1,TH-BGamma,TH-BGamma,4.2,15.9,73,103,0,0,0
Acinetobacter sp. ADP1,0,0,NC_005966,YP_044919.1,TH_Fam10,TH_Fam10,5.8,15.1,140,184,0,1,1
Acinetobacter sp. ADP1,0,0,NC_005966,YP_046796.1,U_RealTestIII,U_RealTestIII,0.0048,24.4,9,252,1,0,1
Acinetobacter sp. ADP1,0,0,NC_005966,YP_046796.1,U_RealTestIII,U_RealTestIII,0.0048,24.4,295,505,0,0,0
Pectobacterium atrosepticum SCRI1043,0,0,NC_004547,YP_049884.1,TH_Fam4,TH_Fam4,3.3,15.6,18,73,0,0,0
Pectobacterium atrosepticum SCRI1043,0,0,NC_004547,YP_050695.1,Phage_P2_GpE,Phage_P2_GpE,1.20E-20,81,5,43,0,0,0
Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060449.1,TH-BCereus,TH-BCereus,0.84,18.1,1,50,0,0,0
Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060670.1,Phage_Gp15,Phage_Gp15,0,230.1,2,183,0,0,0
Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060872.1,TH_Fam2,TH_Fam2,8.20E-13,56.2,21,109,0,0,0
Yersinia pseudotuberculosis IP 32953,0,0,NC_006155,YP_070268.1,Phage_P2_GpE,Phage_P2_GpE,1.10E-21,84.3,1,39,0,0,0
Yersinia pseudotuberculosis IP 32953,0,0,NC_006155,YP_070364.1,Phage_P2_GpE,Phage_P2_GpE,2.10E-19,77,2,40,0,0,0
Yersinia pseudotuberculosis IP 32953,0,0,NC_006155,YP_070997.1,TH_Fam4,TH_Fam4,2.4,16,17,74,0,0,0
Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_080698.1,TH-BGamma,TH-BGamma,9.6,14.8,2,28,0,0,0
Bacillus cereus E33L,0,0,NC_006274,YP_086499.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,7.2,14.7,40,95,0,0,0
Mannheimia succiniciproducens MBEL55E,0,0,NC_006300,YP_087281.1,Phage_P2_GpE,Phage_P2_GpE,5.30E-16,66.1,1,39,0,1,1
Nocardia farcinica IFM 10152,0,0,NC_006361,YP_118133.1,TH-EcoilSE11,TH-EcoilSE11,5.4,15.2,25,40,1,0,1
Nocardia farcinica IFM 10152,0,0,NC_006361,YP_118133.1,TH-EcoilSE11,TH-EcoilSE11,5.4,15.2,77,112,0,0,0
Geobacillus kaustophilus HTA426,0,0,NC_006510,YP_146391.1,TH-BGamma,TH-BGamma,6.6,15.3,5,48,0,0,0
Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC,0,0,NC_006511,YP_151738.1,Phage_P2_GpE,Phage_P2_GpE,4.50E-20,79.2,1,39,0,0,0
Anaplasma marginale str. St. Maries,0,0,NC_004842,YP_153841.1,U_RealTestIII,U_RealTestIII,2.90E-18,74.6,35,272,0,0,0
Idiomarina loihiensis L2TR,0,0,NC_006512,YP_154637.1,TH-BGamma,TH-BGamma,9.6,14.8,79,118,0,0,0
Bacillus phage BCJA1c,Bacillus clarkii,pos,NC_006557,YP_164426.1,Phage_Gp15,Phage_Gp15,0,234.8,2,178,0,0,0
Ruegeria pomeroyi DSS-3,0,0,NC_003911,YP_167492.1,TH_Fam1,TH_Fam1,7,14.7,106,120,0,1,1
Ehrlichia ruminantium str. Welgevonden,0,0,NC_005295,YP_180253.1,U_RealTestIII,U_RealTestIII,1.50E-20,82.1,7,248,1,0,1
Ehrlichia ruminantium str. Welgevonden,0,0,NC_005295,YP_180253.1,U_RealTestIII,U_RealTestIII,1.50E-20,82.1,235,397,0,0,0
Staphylococcus epidermidis RP62A,0,0,NC_002976,YP_189535.1,TH_Fam6,TH_Fam6,9.5,14.9,48,128,0,1,1
Synechococcus phage S-PM2,Synechococcus sp. SynWH7803,neg,NC_006820,YP_195241.1,TH_Fam1,TH_Fam1,4.2,15.5,15,45,1,1,1
Synechococcus phage S-PM2,Synechococcus sp. SynWH7803,neg,NC_006820,YP_195241.1,U_TH_T4,U_TH_T4,4.10E-21,82.6,1,55,1,0,1
Synechococcus phage S-PM2,Synechococcus sp. SynWH7803,neg,NC_006820,YP_195241.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,3.00E-23,89.6,1,57,0,1,1
Ehrlichia ruminantium str. Gardel,0,0,NC_006831,YP_196322.1,U_RealTestIII,U_RealTestIII,1.30E-20,82.3,7,248,1,0,1
Ehrlichia ruminantium str. Gardel,0,0,NC_006831,YP_196322.1,U_RealTestIII,U_RealTestIII,1.30E-20,82.3,239,397,0,1,1
Ehrlichia ruminantium str. Welgevonden,0,0,NC_006832,YP_197277.1,U_RealTestIII,U_RealTestIII,1.50E-20,82.1,7,248,1,0,1
Ehrlichia ruminantium str. Welgevonden,0,0,NC_006832,YP_197277.1,U_RealTestIII,U_RealTestIII,1.50E-20,82.1,235,397,0,0,0
Xanthomonas oryzae pv. oryzae KACC 10331,0,0,NC_006834,YP_200331.1,Phage_P2_GpE,Phage_P2_GpE,1.20E-19,77.8,1,37,0,1,1
Xanthomonas oryzae pv. oryzae KACC 10331,0,0,NC_006834,YP_201087.1,TH_Fam1,TH_Fam1,8.9,14.4,3,28,1,0,1
Xanthomonas oryzae pv. oryzae KACC 10331,0,0,NC_006834,YP_201087.1,TH_Fam1,TH_Fam1,8.9,14.4,56,69,0,0,0
Neisseria gonorrhoeae FA 1090,0,0,NC_002946,YP_207645.1,U_RealTestIII,U_RealTestIII,8.00E-22,86.3,21,363,0,1,1
Prochlorococcus phage P-SSM2,0,neg,NC_006883,YP_214247.1,U_TH_T4,U_TH_T4,6.20E-22,85.2,1,53,1,0,1
Prochlorococcus phage P-SSM2,0,neg,NC_006883,YP_214247.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,2.20E-24,93.2,1,57,0,1,1
Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_215980.1,Phage_tail_T,Phage_tail_T,4.00E-23,90.2,1,83,1,0,1
Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_215980.1,TIGR01715,TIGR01715,8.50E-32,117.9,1,83,0,1,1
Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_216215.1,Phage_tail_T,Phage_tail_T,0,181.4,2,103,1,0,1
Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_216215.1,TIGR01715,TIGR01715,1.40E-45,161.7,1,101,0,0,0
Pseudomonas syringae pv. syringae B728a,0,0,NC_007005,YP_235858.1,DUF1799,DUF1799,1.70E-24,93.8,1,78,0,0,0
Streptococcus phage 2972,Streptococcus thermophilus,pos,NC_007019,YP_238500.1,TH_Fam2,TH_Fam2,0.00011,30.2,14,98,0,1,1
Aeromonas phage 31,Aeromonas salmonicida,neg,NC_007022,YP_238907.1,TH_Fam1,TH_Fam1,1.1,17.3,208,243,1,1,1
Aeromonas phage 31,Aeromonas salmonicida,neg,NC_007022,YP_238907.1,U_TH_T4,U_TH_T4,8.10E-16,65.6,196,248,1,1,1
Aeromonas phage 31,Aeromonas salmonicida,neg,NC_007022,YP_238907.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.00011,30.1,50,74,1,0,1
Aeromonas phage 31,Aeromonas salmonicida,neg,NC_007022,YP_238907.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.00011,30.1,195,248,0,1,1
Enterobacteria phage RB43,Enterobacteriaceae,neg,NC_007023,YP_239083.1,U_TH_T4,U_TH_T4,3.20E-15,63.7,191,246,1,0,1
Enterobacteria phage RB43,Enterobacteriaceae,neg,NC_007023,YP_239083.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.00019,29.4,190,247,0,0,0
Staphylococcus phage 187,0,pos,NC_007047,YP_239501.1,TH_Fam2,TH_Fam2,0.73,17.9,15,108,0,0,0
Staphylococcus phage 69,Staphylococcus aureus,pos,NC_007048,YP_239579.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,0,0
Staphylococcus phage 53,Staphylococcus aureus,pos,NC_007049,YP_239656.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,0,0
Staphylococcus phage 85,Staphylococcus aureus,pos,NC_007050,YP_239734.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,1,1
Staphylococcus phage 37,Staphylococcus aureus,pos,NC_007055,YP_240087.1,TH_Fam6,TH_Fam6,1.20E-09,46.7,7,52,1,0,1
Staphylococcus phage 37,Staphylococcus aureus,pos,NC_007055,YP_240087.1,TH_Fam6,TH_Fam6,1.20E-09,46.7,62,150,0,0,0
Staphylococcus phage EW,Staphylococcus aureus,pos,NC_007056,YP_240165.1,TH_Fam6,TH_Fam6,1.90E-25,97.4,1,91,0,0,0
Staphylococcus phage 71,Staphylococcus aureus,pos,NC_007059,YP_240394.1,TH_Fam6,TH_Fam6,0,193,15,113,0,0,0
Staphylococcus phage 55,Staphylococcus aureus,pos,NC_007060,YP_240468.1,TH_Fam6,TH_Fam6,0,192.8,15,113,0,0,0
Staphylococcus phage 29,Staphylococcus aureus,pos,NC_007061,YP_240545.1,TH_Fam6,TH_Fam6,0,192.8,15,113,0,0,0
Staphylococcus phage 88,Staphylococcus aureus,pos,NC_007063,YP_240685.1,TH_Fam6,TH_Fam6,0,192.8,15,113,0,0,0
Staphylococcus phage 92,Staphylococcus aureus,pos,NC_007064,YP_240758.1,TH_Fam6,TH_Fam6,0,192.8,15,113,0,0,0
Staphylococcus phage X2,Staphylococcus aureus,pos,NC_007065,YP_240832.1,TH_Fam6,TH_Fam6,0,190.8,15,113,0,0,0
Rickettsia felis URRWXCal2,0,0,NC_007109,YP_246586.1,U_RealTestIII,U_RealTestIII,4.00E-24,93.9,1,404,0,0,0
Staphylococcus haemolyticus JCSC1435,0,0,NC_007168,YP_254261.1,TH_Fam6,TH_Fam6,6.60E-27,102.1,7,102,0,1,1
Psychrobacter arcticus 273-4,0,0,NC_007204,YP_263751.1,DUF4035,DUF4035,0.068,20.9,1,36,1,0,1
Psychrobacter arcticus 273-4,0,0,NC_007204,YP_263751.1,DUF4035,DUF4035,0.068,20.9,51,72,0,0,0
Pseudomonas syringae pv. phaseolicola 1448A,0,0,NC_005773,YP_277044.1,TH_Fam4,TH_Fam4,2.40E-10,48,1,47,0,0,0
Enterobacteria phage JK06,Escherichia coli O157:H7,neg,NC_007291,YP_277454.1,DUF1799,DUF1799,1.10E-19,78.3,1,79,0,0,0
Streptococcus pyogenes MGAS6180,0,0,NC_007296,YP_280449.1,TH_Fam2,TH_Fam2,7.70E-13,56.3,19,107,0,0,0
Streptococcus pyogenes MGAS6180,0,0,NC_007296,YP_280702.1,Phage_Gp15,Phage_Gp15,0,235.6,2,183,0,0,0
Prochlorococcus marinus str. NATL2A,0,0,NC_007335,YP_291867.1,TH_Fam2,TH_Fam2,2.6,16.1,117,184,0,1,1
Ehrlichia canis str. Jake,0,0,NC_007354,YP_303018.1,U_RealTestIII,U_RealTestIII,2.00E-17,71.8,7,226,1,0,1
Ehrlichia canis str. Jake,0,0,NC_007354,YP_303018.1,U_RealTestIII,U_RealTestIII,2.00E-17,71.8,236,389,0,1,1
Shigella sonnei Ss046,0,0,NC_007384,YP_311294.1,Phage_tail_T,Phage_tail_T,0,192.7,11,113,1,1,1
Shigella sonnei Ss046,0,0,NC_007384,YP_311294.1,Phage_tail_T,Phage_tail_T,0,192.7,115,144,1,1,1
Shigella sonnei Ss046,0,0,NC_007384,YP_311294.1,TIGR01715,TIGR01715,0,189.3,5,111,1,0,1
Shigella sonnei Ss046,0,0,NC_007384,YP_311294.1,TIGR01715,TIGR01715,0,189.3,113,144,0,0,0
Bacillus phage Cherry,Bacillus anthracis str. Vollum,pos,NC_007457,YP_338144.1,TH-BGamma,TH-BGamma,1.10E-35,129.9,1,58,0,0,0
Bacillus phage Gamma,Bacillus cereus,pos,NC_007458,YP_338195.1,TH-BGamma,TH-BGamma,1.10E-35,129.9,1,58,0,0,0
Pseudomonas fluorescens Pf0-1,0,0,NC_007492,YP_347761.1,TIGR01715,TIGR01715,0.51,18.8,5,99,0,0,0
Burkholderia phage Bcep176,Burkholderia cepacia,neg,NC_007497,YP_355404.1,DUF4035,DUF4035,6.20E-20,78.7,181,236,0,1,1
Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_359730.1,U_TH_T4,U_TH_T4,7.8,14.5,142,181,1,1,1
Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_359730.1,U_TH_T4,U_TH_T4,7.8,14.5,292,316,1,0,1
Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_359730.1,U_TH_T4,U_TH_T4,7.8,14.5,511,534,0,1,1
Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_361073.1,TH-EcoilSE11,TH-EcoilSE11,5.3,15.2,51,73,1,1,1
Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_361073.1,TH-EcoilSE11,TH-EcoilSE11,5.3,15.2,109,131,1,0,1
Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_361073.1,TH-EcoilSE11,TH-EcoilSE11,5.3,15.2,332,390,0,0,0
Desulfovibrio alaskensis G20,0,0,NC_007519,YP_389874.1,TH_Fam4,TH_Fam4,5.7,14.8,1,59,0,0,0
Sulfurimonas denitrificans DSM 1251,0,0,NC_007575,YP_393987.1,TH_Fam1,TH_Fam1,2.1,16.4,135,157,0,0,0
Enterobacteria phage RTP,Escherichia coli,neg,NC_007603,YP_398980.1,DUF1799,DUF1799,1.50E-25,97.2,14,97,0,1,1
Shigella boydii Sb227,0,0,NC_007613,YP_408068.1,Phage_tail_T,Phage_tail_T,5.40E-30,112.2,1,72,1,0,1
Shigella boydii Sb227,0,0,NC_007613,YP_408068.1,TIGR01715,TIGR01715,6.20E-15,63.6,1,70,0,0,0
Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_417176.1,TH_Fam2,TH_Fam2,6.8,14.8,15,95,0,0,0
Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_420459.1,TH_Fam6,TH_Fam6,3.7,16.2,9,105,0,1,1
Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_437484.1,U_TH_T4,U_TH_T4,8.8,14.3,17,39,1,0,1
Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_437484.1,U_TH_T4,U_TH_T4,8.8,14.3,140,185,0,0,0
Xanthomonas oryzae pv. oryzae MAFF 311018,0,0,NC_007705,YP_450616.1,Phage_P2_GpE,Phage_P2_GpE,1.20E-19,77.8,1,37,0,0,0
Xanthomonas phage OP1,Xanthomonas oryzae,neg,NC_007709,YP_453572.1,DUF1799,DUF1799,3.10E-20,80.1,1,66,0,0,0
Xanthomonas phage OP2,Xanthomonas oryzae,neg,NC_007710,YP_453630.1,U_RealTestIII,U_RealTestIII,2.70E-12,54.8,6,394,0,0,0
Bacillus phage WBeta,Bacillus anthracis,pos,NC_007734,YP_459976.1,TH-BGamma,TH-BGamma,1.10E-35,129.9,1,58,0,0,0
Staphylococcus aureus subsp. aureus NCTC 8325,0,0,NC_007795,YP_500529.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,0,0
Anaplasma phagocytophilum HZ,0,0,NC_007797,YP_505340.1,U_RealTestIII,U_RealTestIII,3.30E-19,77.6,1,369,0,0,0
Neorickettsia sennetsu str. Miyayama,0,0,NC_007798,YP_506831.1,U_RealTestIII,U_RealTestIII,1.00E-24,95.8,8,390,0,1,1
Ehrlichia chaffeensis str. Arkansas,0,0,NC_007799,YP_507473.1,U_RealTestIII,U_RealTestIII,5.30E-18,73.7,7,243,1,0,1
Ehrlichia chaffeensis str. Arkansas,0,0,NC_007799,YP_507473.1,U_RealTestIII,U_RealTestIII,5.30E-18,73.7,234,391,0,0,0
Jannaschia sp. CCS1,0,0,NC_007802,YP_511579.1,TH_Fam1,TH_Fam1,4.3,15.4,111,131,0,0,0
Francisella tularensis subsp. holarctica LVS,0,0,NC_007880,YP_512949.1,TH_Fam4,TH_Fam4,7.3,14.5,107,159,0,1,1
Desulfitobacterium hafniense Y51,0,0,NC_007907,YP_518673.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.68,18,20,60,1,0,1
Desulfitobacterium hafniense Y51,0,0,NC_007907,YP_518673.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.68,18,56,96,0,1,1
Desulfitobacterium hafniense Y51,0,0,NC_007907,YP_519309.1,TH_Fam1,TH_Fam1,1.4,17,202,217,1,0,1
Desulfitobacterium hafniense Y51,0,0,NC_007907,YP_519309.1,TH_Fam1,TH_Fam1,1.4,17,252,273,0,0,0
Clostridium phage phiCD119,Clostridium difficile,pos,NC_007917,YP_529552.1,U_RealTestIII,U_RealTestIII,0,348.6,2,162,0,0,0
Clostridium phage phiCD119,Clostridium difficile,pos,NC_007917,YP_529553.1,U_RealTestIII,U_RealTestIII,0,537,1,276,0,0,0
Rickettsia bellii RML369-C,0,0,NC_007940,YP_537571.1,U_RealTestIII,U_RealTestIII,1.10E-21,85.8,1,333,0,1,1
Rickettsia bellii RML369-C,0,0,NC_007940,YP_538269.1,U_TH_T4,U_TH_T4,1,17.3,651,678,1,0,1
Rickettsia bellii RML369-C,0,0,NC_007940,YP_538269.1,U_TH_T4,U_TH_T4,1,17.3,819,859,0,0,0
Escherichia coli UTI89,0,0,NC_007946,YP_539933.1,Phage_P2_GpE,Phage_P2_GpE,2.70E-16,67.1,37,76,0,1,1
Escherichia coli UTI89,0,0,NC_007946,YP_540337.1,Phage_tail_T,Phage_tail_T,0,185.3,11,113,1,1,1
Escherichia coli UTI89,0,0,NC_007946,YP_540337.1,Phage_tail_T,Phage_tail_T,0,185.3,116,144,1,1,1
Escherichia coli UTI89,0,0,NC_007946,YP_540337.1,TIGR01715,TIGR01715,0,185.8,5,111,1,0,1
Escherichia coli UTI89,0,0,NC_007946,YP_540337.1,TIGR01715,TIGR01715,0,185.8,113,144,0,1,1
Escherichia coli UTI89,0,0,NC_007946,YP_540518.1,Phage_tail_T,Phage_tail_T,1.40E-39,143,1,102,1,1,1
Escherichia coli UTI89,0,0,NC_007946,YP_540518.1,Phage_tail_T,Phage_tail_T,1.40E-39,143,101,137,1,1,1
Escherichia coli UTI89,0,0,NC_007946,YP_540518.1,TIGR01715,TIGR01715,0,193.3,1,100,1,0,1
Escherichia coli UTI89,0,0,NC_007946,YP_540518.1,TIGR01715,TIGR01715,0,193.3,103,137,0,1,1
Escherichia coli UTI89,0,0,NC_007946,YP_544058.1,Phage_tail_T,Phage_tail_T,0,182.8,6,108,1,0,1
Escherichia coli UTI89,0,0,NC_007946,YP_544058.1,TIGR01715,TIGR01715,3.30E-37,135.3,1,106,0,0,0
Methylobacillus flagellatus KT,0,0,NC_007947,YP_546794.1,DUF1799,DUF1799,7.90E-27,101.3,2,88,0,0,0
Chromohalobacter salexigens DSM 3043,0,0,NC_007963,YP_573430.1,Phage_P2_GpE,Phage_P2_GpE,5.10E-19,75.8,1,39,0,0,0
Nitrobacter hamburgensis X14,0,0,NC_007964,YP_576139.1,U_RealTestIII,U_RealTestIII,1.30E-17,72.3,35,463,0,0,0
Nitrobacter hamburgensis X14,0,0,NC_007964,YP_576150.1,U_RealTestIII,U_RealTestIII,9.60E-16,66.2,48,430,0,0,0
Nitrobacter hamburgensis X14,0,0,NC_007964,YP_576166.1,TH_Fam1,TH_Fam1,4.00E-13,57.1,200,237,0,0,0
Nitrobacter hamburgensis X14,0,0,NC_007964,YP_576481.1,U_RealTestIII,U_RealTestIII,3.30E-20,80.9,10,396,0,0,0
Candidatus Koribacter versatilis Ellin345,0,0,NC_008009,YP_589940.1,TH_Fam1,TH_Fam1,2.60E-13,57.7,179,216,0,0,0
Streptococcus pyogenes MGAS9429,0,0,NC_008021,YP_596571.1,TH_Fam2,TH_Fam2,8.20E-13,56.2,21,109,0,0,0
Streptococcus pyogenes MGAS10270,0,0,NC_008022,YP_598923.1,Phage_Gp15,Phage_Gp15,0,235.4,2,183,0,0,0
Streptococcus pyogenes MGAS2096,0,0,NC_008023,YP_600185.1,Phage_Gp15,Phage_Gp15,0,235.6,2,183,0,0,0
Myxococcus xanthus DK 1622,0,0,NC_008095,YP_635465.1,Phage_P2_GpE,Phage_P2_GpE,6.8,14.6,59,96,0,0,0
Yersinia pestis Nepal516,0,0,NC_008149,YP_647969.1,TH_Fam4,TH_Fam4,3.7,15.4,17,74,0,0,0
Yersinia pestis Antiqua,0,0,NC_008150,YP_651853.1,TH_Fam4,TH_Fam4,3.7,15.4,17,74,0,0,0
Pasteurella phage F108,Pasteurella multocida,neg,NC_008193,YP_654743.1,TH_Fam4,TH_Fam4,4.10E-31,114.6,1,56,0,0,0
Mycobacterium phage Cooper,Mycobacterium,myc,NC_008195,YP_654901.1,U_RealTestIII,U_RealTestIII,5.60E-22,86.8,88,460,0,0,0
Mycobacterium phage Llij,Mycobacterium,myc,NC_008196,YP_655009.1,TH_Fam5,TH_Fam5,0,180.9,1,145,0,0,0
Mycobacterium phage Orion,Mycobacterium,myc,NC_008197,YP_655098.1,U_RealTestIII,U_RealTestIII,1.80E-18,75.2,85,468,0,1,1
Mycobacterium phage Pipefish,Mycobacterium,myc,NC_008199,YP_655283.1,U_RealTestIII,U_RealTestIII,5.10E-11,50.6,63,241,1,0,1
Mycobacterium phage Pipefish,Mycobacterium,myc,NC_008199,YP_655283.1,U_RealTestIII,U_RealTestIII,5.10E-11,50.6,477,686,0,0,0
Mycobacterium phage Che12,Mycobacterium,myc,NC_008203,YP_655606.1,TH_Fam5,TH_Fam5,3.10E-31,116.7,4,119,0,0,0
Mycobacterium phage Qyrzula,Mycobacterium,myc,NC_008204,YP_655687.1,U_RealTestIII,U_RealTestIII,8.50E-21,82.9,80,444,0,0,0
Mycobacterium phage PMC,Mycobacterium,myc,NC_008205,YP_655774.1,TH_Fam5,TH_Fam5,0,180.9,1,145,0,1,1
Aeromonas phage 25,Aeromonas salmonicida,neg,NC_008208,YP_656406.1,U_TH_T4,U_TH_T4,3.90E-17,69.9,126,149,1,1,1
Aeromonas phage 25,Aeromonas salmonicida,neg,NC_008208,YP_656406.1,U_TH_T4,U_TH_T4,3.90E-17,69.9,197,249,1,1,1
Aeromonas phage 25,Aeromonas salmonicida,neg,NC_008208,YP_656406.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.000012,33.2,46,69,1,0,1
